,TM,gmp_people,gmp_congest,Origin
2806,2019032512,1690,N,김포공항
2807,2019032513,2140,Y,김포공항
2808,2019032514,1879,N,김포공항
2809,2019032515,2082,Y,김포공항
2810,2019032516,1546,N,김포공항
2811,2019032517,941,N,김포공항
2812,2019032518,1766,N,김포공항
2813,2019032519,1676,N,김포공항
2814,2019032520,1583,N,김포공항
2815,2019032521,84,N,김포공항
2816,2019032606,2733,Y,김포공항
2817,2019032607,1654,N,김포공항
2818,2019032608,1622,N,김포공항
2819,2019032609,1887,Y,김포공항
2820,2019032610,635,N,김포공항
2821,2019032611,1471,N,김포공항
2822,2019032612,1641,N,김포공항
2823,2019032613,1946,Y,김포공항
2824,2019032614,1836,N,김포공항
2825,2019032615,2036,Y,김포공항
2826,2019032616,1085,N,김포공항
2827,2019032617,1292,N,김포공항
2828,2019032618,1268,N,김포공항
2829,2019032619,1530,N,김포공항
2830,2019032620,1481,N,김포공항
2831,2019032621,92,N,김포공항
2832,2019032706,2619,Y,김포공항
2833,2019032707,2165,Y,김포공항
2834,2019032708,1407,Y,김포공항
2835,2019032709,2089,Y,김포공항
2836,2019032710,702,N,김포공항
2837,2019032711,1685,Y,김포공항
2838,2019032712,1831,Y,김포공항
2839,2019032713,2156,Y,김포공항
2840,2019032714,1887,N,김포공항
2841,2019032715,1968,Y,김포공항
2842,2019032716,1371,N,김포공항
2843,2019032717,1035,N,김포공항
2844,2019032718,1458,N,김포공항
2845,2019032719,1631,N,김포공항
2846,2019032720,1598,N,김포공항
2847,2019032721,150,N,김포공항
2848,2019032806,2549,Y,김포공항
2849,2019032807,1628,N,김포공항
2850,2019032808,1410,N,김포공항
2851,2019032809,1895,Y,김포공항
2852,2019032810,697,N,김포공항
2853,2019032811,1504,N,김포공항
2854,2019032812,1681,N,김포공항
2855,2019032813,1916,N,김포공항
2856,2019032814,2114,Y,김포공항
2857,2019032815,2109,Y,김포공항
2858,2019032816,1385,N,김포공항
2859,2019032817,1365,N,김포공항
2860,2019032818,1768,N,김포공항
2861,2019032819,1831,N,김포공항
2862,2019032820,1713,N,김포공항
2863,2019032821,224,N,김포공항
2864,2019032906,2671,Y,김포공항
2865,2019032907,1458,N,김포공항
2866,2019032908,1594,N,김포공항
2867,2019032909,2038,Y,김포공항
2868,2019032910,531,N,김포공항
2869,2019032911,1672,N,김포공항
2870,2019032912,1768,N,김포공항
2871,2019032913,1977,N,김포공항
2872,2019032914,2134,Y,김포공항
2873,2019032915,2182,Y,김포공항
2874,2019032916,1619,N,김포공항
2875,2019032917,1272,N,김포공항
2876,2019032918,1974,N,김포공항
2877,2019032919,2246,Y,김포공항
2878,2019032920,1718,N,김포공항
2879,2019032921,226,N,김포공항
2880,2019033006,2955,Y,김포공항
2881,2019033007,1793,N,김포공항
2882,2019033008,1775,N,김포공항
2883,2019033009,1849,N,김포공항
2884,2019033010,822,N,김포공항
2885,2019033011,1617,N,김포공항
2886,2019033012,1744,N,김포공항
2887,2019033013,1989,Y,김포공항
2888,2019033014,1837,N,김포공항
2889,2019033015,2126,Y,김포공항
2890,2019033016,1305,N,김포공항
2891,2019033017,1383,N,김포공항
2892,2019033018,1726,N,김포공항
2893,2019033019,1789,N,김포공항
2894,2019033020,1619,N,김포공항
2895,2019033021,93,N,김포공항
2896,2019033106,2664,Y,김포공항
2897,2019033107,1591,N,김포공항
2898,2019033108,1152,N,김포공항
2899,2019033109,1603,N,김포공항
2900,2019033110,1712,N,김포공항
2901,2019033111,1474,N,김포공항
2902,2019033112,1503,N,김포공항
2903,2019033113,1473,N,김포공항
2904,2019033114,2458,Y,김포공항
2905,2019033115,2167,Y,김포공항
2906,2019033116,1141,N,김포공항
2907,2019033117,844,N,김포공항
2908,2019033118,2570,Y,김포공항
2909,2019033119,1981,Y,김포공항
2910,2019033120,811,N,김포공항
2911,2019033121,270,N,김포공항
2912,2019040106,2883,Y,김포공항
2913,2019040107,1979,Y,김포공항
2914,2019040108,1364,N,김포공항
2915,2019040109,2004,Y,김포공항
2916,2019040110,1937,Y,김포공항
2917,2019040111,1668,Y,김포공항
2918,2019040112,1336,N,김포공항
2919,2019040113,1491,N,김포공항
2920,2019040114,2015,Y,김포공항
2921,2019040115,2214,Y,김포공항
2922,2019040116,1070,N,김포공항
2923,2019040117,671,N,김포공항
2924,2019040118,2076,Y,김포공항
2925,2019040119,1547,N,김포공항
2926,2019040120,646,N,김포공항
2927,2019040121,114,N,김포공항
2928,2019040206,2273,Y,김포공항
2929,2019040207,1682,N,김포공항
2930,2019040208,1408,N,김포공항
2931,2019040209,1715,Y,김포공항
2932,2019040210,2072,Y,김포공항
2933,2019040211,1615,N,김포공항
2934,2019040212,1329,N,김포공항
2935,2019040213,1349,N,김포공항
2936,2019040214,2119,Y,김포공항
2937,2019040215,2108,Y,김포공항
2938,2019040216,897,N,김포공항
2939,2019040217,1146,N,김포공항
2940,2019040218,1779,Y,김포공항
2941,2019040219,1361,N,김포공항
2942,2019040220,489,N,김포공항
2943,2019040221,150,N,김포공항
2944,2019040306,2820,Y,김포공항
2945,2019040307,2102,Y,김포공항
2946,2019040308,1568,Y,김포공항
2947,2019040309,2055,Y,김포공항
2948,2019040310,2210,Y,김포공항
2949,2019040311,1727,Y,김포공항
2950,2019040312,1299,N,김포공항
2951,2019040313,1695,N,김포공항
2952,2019040314,2162,Y,김포공항
2953,2019040315,2152,Y,김포공항
2954,2019040316,1302,N,김포공항
2955,2019040317,583,N,김포공항
2956,2019040318,1933,N,김포공항
2957,2019040319,1678,N,김포공항
2958,2019040320,795,N,김포공항
2959,2019040321,173,N,김포공항
2960,2019040406,2509,Y,김포공항
2961,2019040407,1798,N,김포공항
2962,2019040408,1353,N,김포공항
2963,2019040409,2063,Y,김포공항
2964,2019040410,2183,Y,김포공항
2965,2019040411,1561,N,김포공항
2966,2019040412,1239,N,김포공항
2967,2019040413,1433,N,김포공항
2968,2019040414,2100,Y,김포공항
2969,2019040415,2358,Y,김포공항
2970,2019040416,1135,N,김포공항
2971,2019040417,1361,N,김포공항
2972,2019040418,2330,Y,김포공항
2973,2019040419,1732,N,김포공항
2974,2019040420,913,N,김포공항
2975,2019040421,174,N,김포공항
2976,2019040506,2667,Y,김포공항
2977,2019040507,1815,N,김포공항
2978,2019040508,1568,N,김포공항
2979,2019040509,2029,Y,김포공항
2980,2019040510,2076,Y,김포공항
2981,2019040511,2044,Y,김포공항
2982,2019040512,1580,N,김포공항
2983,2019040513,1691,N,김포공항
2984,2019040514,2341,Y,김포공항
2985,2019040515,2178,Y,김포공항
2986,2019040516,1524,N,김포공항
2987,2019040517,898,N,김포공항
2988,2019040518,2889,Y,김포공항
2989,2019040519,2005,Y,김포공항
2990,2019040520,774,N,김포공항
2991,2019040521,403,N,김포공항
2992,2019040606,3130,Y,김포공항
2993,2019040607,2131,Y,김포공항
2994,2019040608,1514,N,김포공항
2995,2019040609,1857,N,김포공항
2996,2019040610,2199,Y,김포공항
2997,2019040611,2018,Y,김포공항
2998,2019040612,1478,N,김포공항
2999,2019040613,1531,N,김포공항
3000,2019040614,2141,Y,김포공항
3001,2019040615,2229,Y,김포공항
3002,2019040616,1068,N,김포공항
3003,2019040617,1419,N,김포공항
3004,2019040618,2328,Y,김포공항
3005,2019040619,1819,N,김포공항
3006,2019040620,963,N,김포공항
3007,2019040621,178,N,김포공항
3008,2019040706,2453,Y,김포공항
3009,2019040707,1516,N,김포공항
3010,2019040708,1284,N,김포공항
3011,2019040709,1302,N,김포공항
3012,2019040710,1736,N,김포공항
3013,2019040711,1381,N,김포공항
3014,2019040712,1508,N,김포공항
3015,2019040713,1614,N,김포공항
3016,2019040714,2428,Y,김포공항
3017,2019040715,2028,Y,김포공항
3018,2019040716,1373,N,김포공항
3019,2019040717,839,N,김포공항
3020,2019040718,2844,Y,김포공항
3021,2019040719,2094,Y,김포공항
3022,2019040720,702,N,김포공항
3023,2019040721,319,N,김포공항
3024,2019040806,2882,Y,김포공항
3025,2019040807,2021,Y,김포공항
3026,2019040808,1413,N,김포공항
3027,2019040809,1997,Y,김포공항
3028,2019040810,2026,Y,김포공항
3029,2019040811,1748,Y,김포공항
3030,2019040812,1390,N,김포공항
3031,2019040813,1728,N,김포공항
3032,2019040814,2201,Y,김포공항
3033,2019040815,2322,Y,김포공항
3034,2019040816,1081,N,김포공항
3035,2019040817,650,N,김포공항
3036,2019040818,2199,Y,김포공항
3037,2019040819,1504,N,김포공항
3038,2019040820,719,N,김포공항
3039,2019040821,151,N,김포공항
3040,2019040906,2417,Y,김포공항
3041,2019040907,1490,N,김포공항
3042,2019040908,1667,N,김포공항
3043,2019040909,1602,N,김포공항
3044,2019040910,2082,Y,김포공항
3045,2019040911,1132,N,김포공항
3046,2019040912,1568,N,김포공항
3047,2019040913,1461,N,김포공항
3048,2019040914,1977,Y,김포공항
3049,2019040915,2283,Y,김포공항
3050,2019040916,779,N,김포공항
3051,2019040917,1161,N,김포공항
3052,2019040918,1851,Y,김포공항
3053,2019040919,1438,N,김포공항
3054,2019040920,632,N,김포공항
3055,2019040921,154,N,김포공항
3056,2019041006,2617,Y,김포공항
3057,2019041007,2213,Y,김포공항
3058,2019041008,1517,N,김포공항
3059,2019041009,1984,Y,김포공항
3060,2019041010,2269,Y,김포공항
3061,2019041011,1836,Y,김포공항
3062,2019041012,1341,N,김포공항
3063,2019041013,1748,N,김포공항
3064,2019041014,2358,Y,김포공항
3065,2019041015,2354,Y,김포공항
3066,2019041016,1314,N,김포공항
3067,2019041017,630,N,김포공항
3068,2019041018,2362,Y,김포공항
3069,2019041019,1817,N,김포공항
3070,2019041020,782,N,김포공항
3071,2019041021,174,N,김포공항
3072,2019041106,2910,Y,김포공항
3073,2019041107,1990,Y,김포공항
3074,2019041108,1348,N,김포공항
3075,2019041109,2096,Y,김포공항
3076,2019041110,2148,Y,김포공항
3077,2019041111,1907,N,김포공항
3078,2019041112,1475,N,김포공항
3079,2019041113,1718,N,김포공항
3080,2019041114,2375,Y,김포공항
3081,2019041115,2349,Y,김포공항
3082,2019041116,1245,N,김포공항
3083,2019041117,1283,N,김포공항
3084,2019041118,2540,Y,김포공항
3085,2019041119,1783,N,김포공항
3086,2019041120,954,N,김포공항
3087,2019041121,200,N,김포공항
3088,2019041206,2915,Y,김포공항
3089,2019041207,1763,N,김포공항
3090,2019041208,1640,N,김포공항
3091,2019041209,2092,Y,김포공항
3092,2019041210,2063,Y,김포공항
3093,2019041211,1923,N,김포공항
3094,2019041212,1711,N,김포공항
3095,2019041213,1966,Y,김포공항
3096,2019041214,2197,Y,김포공항
3097,2019041215,2174,Y,김포공항
3098,2019041216,1458,N,김포공항
3099,2019041217,1011,N,김포공항
3100,2019041218,2717,Y,김포공항
3101,2019041219,1862,N,김포공항
3102,2019041220,766,N,김포공항
3103,2019041221,449,N,김포공항
3104,2019041306,3098,Y,김포공항
3105,2019041307,2134,Y,김포공항
3106,2019041308,1553,N,김포공항
3107,2019041309,2044,Y,김포공항
3108,2019041310,2311,Y,김포공항
3109,2019041311,1862,N,김포공항
3110,2019041312,1882,N,김포공항
3111,2019041313,1748,N,김포공항
3112,2019041314,2475,Y,김포공항
3113,2019041315,2408,Y,김포공항
3114,2019041316,1226,N,김포공항
3115,2019041317,1437,N,김포공항
3116,2019041318,2281,Y,김포공항
3117,2019041319,1842,N,김포공항
3118,2019041320,971,N,김포공항
3119,2019041321,174,N,김포공항
3120,2019041406,2282,Y,김포공항
3121,2019041407,1613,N,김포공항
3122,2019041408,1123,N,김포공항
3123,2019041409,1582,N,김포공항
3124,2019041410,1688,N,김포공항
3125,2019041411,1494,N,김포공항
3126,2019041412,1491,N,김포공항
3127,2019041413,1505,N,김포공항
3128,2019041414,2514,Y,김포공항
3129,2019041415,2162,Y,김포공항
3130,2019041416,1426,N,김포공항
3131,2019041417,856,N,김포공항
3132,2019041418,2794,Y,김포공항
3133,2019041419,1900,Y,김포공항
3134,2019041420,729,N,김포공항
3135,2019041421,300,N,김포공항
3136,2019041506,2746,Y,김포공항
3137,2019041507,2013,Y,김포공항
3138,2019041508,1397,N,김포공항
3139,2019041509,2011,Y,김포공항
3140,2019041510,2031,Y,김포공항
3141,2019041511,1783,N,김포공항
3142,2019041512,1434,N,김포공항
3143,2019041513,1703,N,김포공항
3144,2019041514,2223,Y,김포공항
3145,2019041515,2377,Y,김포공항
3146,2019041516,1178,N,김포공항
3147,2019041517,753,N,김포공항
3148,2019041518,2317,Y,김포공항
3149,2019041519,1620,N,김포공항
3150,2019041520,707,N,김포공항
3151,2019041521,128,N,김포공항
3152,2019041606,2622,Y,김포공항
3153,2019041607,1773,N,김포공항
3154,2019041608,1364,N,김포공항
3155,2019041609,1586,N,김포공항
3156,2019041610,2001,Y,김포공항
3157,2019041611,1568,N,김포공항
3158,2019041612,1143,N,김포공항
3159,2019041613,1436,N,김포공항
3160,2019041614,2109,Y,김포공항
3161,2019041615,2151,Y,김포공항
3162,2019041616,751,N,김포공항
3163,2019041617,894,N,김포공항
3164,2019041618,1369,N,김포공항
3165,2019041619,1413,N,김포공항
3166,2019041620,601,N,김포공항
3167,2019041621,199,N,김포공항
3168,2019041706,2259,Y,김포공항
3169,2019041707,2302,Y,김포공항
3170,2019041708,1554,Y,김포공항
3171,2019041709,2003,Y,김포공항
3172,2019041710,2230,Y,김포공항
3173,2019041711,1784,Y,김포공항
3174,2019041712,1317,N,김포공항
3175,2019041713,1659,N,김포공항
3176,2019041714,2011,Y,김포공항
3177,2019041715,2058,Y,김포공항
3178,2019041716,1177,N,김포공항
3179,2019041717,652,N,김포공항
3180,2019041718,2016,Y,김포공항
3181,2019041719,1828,N,김포공항
3182,2019041720,725,N,김포공항
3183,2019041721,172,N,김포공항
3184,2019041806,2613,Y,김포공항
3185,2019041807,1974,Y,김포공항
3186,2019041808,1369,N,김포공항
3187,2019041809,1995,Y,김포공항
3188,2019041810,2099,Y,김포공항
3189,2019041811,1902,Y,김포공항
3190,2019041812,1495,N,김포공항
3191,2019041813,1620,N,김포공항
3192,2019041814,2314,Y,김포공항
3193,2019041815,2464,Y,김포공항
3194,2019041816,1217,N,김포공항
3195,2019041817,1444,N,김포공항
3196,2019041818,2530,Y,김포공항
3197,2019041819,1765,N,김포공항
3198,2019041820,884,N,김포공항
3199,2019041821,195,N,김포공항
3200,2019041906,2836,Y,김포공항
3201,2019041907,1864,N,김포공항
3202,2019041908,1665,N,김포공항
3203,2019041909,1978,Y,김포공항
3204,2019041910,2116,Y,김포공항
3205,2019041911,1927,N,김포공항
3206,2019041912,1666,N,김포공항
3207,2019041913,1747,N,김포공항
3208,2019041914,2056,Y,김포공항
3209,2019041915,1997,Y,김포공항
3210,2019041916,1383,N,김포공항
3211,2019041917,955,N,김포공항
3212,2019041918,2608,Y,김포공항
3213,2019041919,1942,N,김포공항
3214,2019041920,808,N,김포공항
3215,2019041921,434,N,김포공항
3216,2019042006,3024,Y,김포공항
3217,2019042007,2129,Y,김포공항
3218,2019042008,1633,N,김포공항
3219,2019042009,1912,N,김포공항
3220,2019042010,2360,Y,김포공항
3221,2019042011,2074,Y,김포공항
3222,2019042012,1459,N,김포공항
3223,2019042013,1640,N,김포공항
3224,2019042014,2374,Y,김포공항
3225,2019042015,2359,Y,김포공항
3226,2019042016,1149,N,김포공항
3227,2019042017,1194,N,김포공항
3228,2019042018,2269,Y,김포공항
3229,2019042019,1915,N,김포공항
3230,2019042020,959,N,김포공항
3231,2019042021,183,N,김포공항
3232,2019042106,2220,Y,김포공항
3233,2019042107,1708,N,김포공항
3234,2019042108,1189,N,김포공항
3235,2019042109,1584,N,김포공항
3236,2019042110,1768,N,김포공항
3237,2019042111,1610,N,김포공항
3238,2019042112,1448,N,김포공항
3239,2019042113,1594,N,김포공항
3240,2019042114,2501,Y,김포공항
3241,2019042115,2043,Y,김포공항
3242,2019042116,1409,N,김포공항
3243,2019042117,900,N,김포공항
3244,2019042118,2799,Y,김포공항
3245,2019042119,1927,N,김포공항
3246,2019042120,703,N,김포공항
3247,2019042121,316,N,김포공항
3248,2019042206,2764,Y,김포공항
3249,2019042207,1970,N,김포공항
3250,2019042208,1421,N,김포공항
3251,2019042209,2011,Y,김포공항
3252,2019042210,1936,Y,김포공항
3253,2019042211,1683,N,김포공항
3254,2019042212,1313,N,김포공항
3255,2019042213,1566,N,김포공항
3256,2019042214,2180,Y,김포공항
3257,2019042215,2427,Y,김포공항
3258,2019042216,1102,N,김포공항
3259,2019042217,879,N,김포공항
3260,2019042218,2374,Y,김포공항
3261,2019042219,1571,N,김포공항
3262,2019042220,811,N,김포공항
3263,2019042221,190,N,김포공항
3264,2019042306,2432,Y,김포공항
3265,2019042307,1826,N,김포공항
3266,2019042308,1586,N,김포공항
3267,2019042309,1761,Y,김포공항
3268,2019042310,2028,Y,김포공항
3269,2019042311,1609,N,김포공항
3270,2019042312,1287,N,김포공항
3271,2019042313,1401,N,김포공항
3272,2019042314,2112,Y,김포공항
3273,2019042315,2123,Y,김포공항
3274,2019042316,874,N,김포공항
3275,2019042317,1160,N,김포공항
3276,2019042318,1684,N,김포공항
3277,2019042319,1460,N,김포공항
3278,2019042320,693,N,김포공항
3279,2019042321,193,N,김포공항
3280,2019042406,2586,Y,김포공항
3281,2019042407,2113,Y,김포공항
3282,2019042408,1551,Y,김포공항
3283,2019042409,2022,Y,김포공항
3284,2019042410,2197,Y,김포공항
3285,2019042411,1897,Y,김포공항
3286,2019042412,1418,N,김포공항
3287,2019042413,1826,N,김포공항
3288,2019042414,2332,Y,김포공항
3289,2019042415,2358,Y,김포공항
3290,2019042416,1385,N,김포공항
3291,2019042417,643,N,김포공항
3292,2019042418,2470,Y,김포공항
3293,2019042419,1737,N,김포공항
3294,2019042420,544,N,김포공항
3295,2019042421,198,N,김포공항
3296,2019042506,2620,Y,김포공항
3297,2019042507,2066,Y,김포공항
3298,2019042508,1371,N,김포공항
3299,2019042509,2062,Y,김포공항
3300,2019042510,2193,Y,김포공항
3301,2019042511,1901,N,김포공항
3302,2019042512,1616,N,김포공항
3303,2019042513,1621,N,김포공항
3304,2019042514,2387,Y,김포공항
3305,2019042515,2445,Y,김포공항
3306,2019042516,1249,N,김포공항
3307,2019042517,1482,N,김포공항
3308,2019042518,2553,Y,김포공항
3309,2019042519,1760,N,김포공항
3310,2019042520,923,N,김포공항
3311,2019042521,195,N,김포공항
3312,2019042606,2992,Y,김포공항
3313,2019042607,1927,Y,김포공항
3314,2019042608,1561,N,김포공항
3315,2019042609,2044,Y,김포공항
3316,2019042610,2087,Y,김포공항
3317,2019042611,1778,N,김포공항
3318,2019042612,1904,N,김포공항
3319,2019042613,2021,Y,김포공항
3320,2019042614,2481,Y,김포공항
3321,2019042615,2222,Y,김포공항
3322,2019042616,1481,N,김포공항
3323,2019042617,1201,N,김포공항
3324,2019042618,2973,Y,김포공항
3325,2019042619,2018,Y,김포공항
3326,2019042620,713,N,김포공항
3327,2019042621,474,N,김포공항
3328,2019042706,3243,Y,김포공항
3329,2019042707,2098,Y,김포공항
3330,2019042708,1738,N,김포공항
3331,2019042709,1800,N,김포공항
3332,2019042710,2501,Y,김포공항
3333,2019042711,2062,Y,김포공항
3334,2019042712,1686,N,김포공항
3335,2019042713,1853,N,김포공항
3336,2019042714,2701,Y,김포공항
3337,2019042715,2721,Y,김포공항
3338,2019042716,1277,N,김포공항
3339,2019042717,1872,N,김포공항
3340,2019042718,2683,Y,김포공항
3341,2019042719,1934,N,김포공항
3342,2019042720,1052,N,김포공항
3343,2019042721,385,N,김포공항
3344,2019042806,2634,Y,김포공항
3345,2019042807,1841,N,김포공항
3346,2019042808,1330,N,김포공항
3347,2019042809,1908,Y,김포공항
3348,2019042810,1964,Y,김포공항
3349,2019042811,1708,N,김포공항
3350,2019042812,1770,N,김포공항
3351,2019042813,1794,N,김포공항
3352,2019042814,2910,Y,김포공항
3353,2019042815,2353,Y,김포공항
3354,2019042816,1467,N,김포공항
3355,2019042817,868,N,김포공항
3356,2019042818,2986,Y,김포공항
3357,2019042819,2038,Y,김포공항
3358,2019042820,745,N,김포공항
3359,2019042821,446,N,김포공항
3360,2019042906,3003,Y,김포공항
3361,2019042907,2132,Y,김포공항
3362,2019042908,1442,N,김포공항
3363,2019042909,2018,Y,김포공항
3364,2019042910,2078,Y,김포공항
3365,2019042911,1995,Y,김포공항
3366,2019042912,1558,N,김포공항
3367,2019042913,1696,N,김포공항
3368,2019042914,2362,Y,김포공항
3369,2019042915,2477,Y,김포공항
3370,2019042916,1187,N,김포공항
3371,2019042917,1010,N,김포공항
3372,2019042918,2473,Y,김포공항
3373,2019042919,1651,N,김포공항
3374,2019042920,799,N,김포공항
3375,2019042921,231,N,김포공항
3376,2019043006,2367,Y,김포공항
3377,2019043007,1782,N,김포공항
3378,2019043008,1437,N,김포공항
3379,2019043009,1638,N,김포공항
3380,2019043010,2049,Y,김포공항
3381,2019043011,1651,N,김포공항
3382,2019043012,1481,N,김포공항
3383,2019043013,1589,N,김포공항
3384,2019043014,2526,Y,김포공항
3385,2019043015,2518,Y,김포공항
3386,2019043016,1044,N,김포공항
3387,2019043017,1734,N,김포공항
3388,2019043018,3010,Y,김포공항
3389,2019043019,2073,Y,김포공항
3390,2019043020,807,N,김포공항
3391,2019043021,325,N,김포공항
3392,2019050106,3071,Y,김포공항
3393,2019050107,2156,Y,김포공항
3394,2019050108,1400,N,김포공항
3395,2019050109,1940,Y,김포공항
3396,2019050110,2209,Y,김포공항
3397,2019050111,1903,Y,김포공항
3398,2019050112,1529,Y,김포공항
3399,2019050113,1963,Y,김포공항
3400,2019050114,2671,Y,김포공항
3401,2019050115,2460,Y,김포공항
3402,2019050116,1742,N,김포공항
3403,2019050117,747,N,김포공항
3404,2019050118,2943,Y,김포공항
3405,2019050119,2115,Y,김포공항
3406,2019050120,758,N,김포공항
3407,2019050121,188,N,김포공항
3408,2019050206,2815,Y,김포공항
3409,2019050207,2060,Y,김포공항
3410,2019050208,1374,N,김포공항
3411,2019050209,2002,Y,김포공항
3412,2019050210,2143,Y,김포공항
3413,2019050211,1809,N,김포공항
3414,2019050212,1462,N,김포공항
3415,2019050213,1622,N,김포공항
3416,2019050214,2500,Y,김포공항
3417,2019050215,2512,Y,김포공항
3418,2019050216,1168,N,김포공항
3419,2019050217,1434,N,김포공항
3420,2019050218,2512,Y,김포공항
3421,2019050219,1771,N,김포공항
3422,2019050220,933,N,김포공항
3423,2019050221,328,N,김포공항
3424,2019050306,2516,Y,김포공항
3425,2019050307,2196,Y,김포공항
3426,2019050308,1486,N,김포공항
3427,2019050309,2039,Y,김포공항
3428,2019050310,2296,Y,김포공항
3429,2019050311,2005,Y,김포공항
3430,2019050312,1762,N,김포공항
3431,2019050313,2020,Y,김포공항
3432,2019050314,2826,Y,김포공항
3433,2019050315,2904,Y,김포공항
3434,2019050316,1542,N,김포공항
3435,2019050317,1178,N,김포공항
3436,2019050318,3523,Y,김포공항
3437,2019050319,2168,Y,김포공항
3438,2019050320,911,N,김포공항
3439,2019050321,667,N,김포공항
3440,2019050406,3263,Y,김포공항
3441,2019050407,2398,Y,김포공항
3442,2019050408,2113,Y,김포공항
3443,2019050409,1962,N,김포공항
3444,2019050410,2534,Y,김포공항
3445,2019050411,2316,Y,김포공항
3446,2019050412,1825,N,김포공항
3447,2019050413,2347,Y,김포공항
3448,2019050414,2909,Y,김포공항
3449,2019050415,3052,Y,김포공항
3450,2019050416,1229,N,김포공항
3451,2019050417,2012,Y,김포공항
3452,2019050418,2860,Y,김포공항
3453,2019050419,1767,N,김포공항
3454,2019050420,854,N,김포공항
3455,2019050421,241,N,김포공항
3456,2019050506,2523,Y,김포공항
3457,2019050507,1973,N,김포공항
3458,2019050508,1174,N,김포공항
3459,2019050509,1585,N,김포공항
3460,2019050510,1798,N,김포공항
3461,2019050511,1403,N,김포공항
3462,2019050512,1431,N,김포공항
3463,2019050513,1314,N,김포공항
3464,2019050514,2127,Y,김포공항
3465,2019050515,1841,N,김포공항
3466,2019050516,944,N,김포공항
3467,2019050517,696,N,김포공항
3468,2019050518,1967,Y,김포공항
3469,2019050519,1477,N,김포공항
3470,2019050520,579,N,김포공항
3471,2019050521,360,N,김포공항
3472,2019050606,2314,Y,김포공항
3473,2019050607,1921,N,김포공항
3474,2019050608,1078,N,김포공항
3475,2019050609,1649,N,김포공항
3476,2019050610,1822,N,김포공항
3477,2019050611,1603,N,김포공항
3478,2019050612,1452,N,김포공항
3479,2019050613,1600,N,김포공항
3480,2019050614,2235,Y,김포공항
3481,2019050615,2736,Y,김포공항
3482,2019050616,1266,N,김포공항
3483,2019050617,1237,N,김포공항
3484,2019050618,2566,Y,김포공항
3485,2019050619,1870,N,김포공항
3486,2019050620,1003,N,김포공항
3487,2019050621,295,N,김포공항
3488,2019050706,2688,Y,김포공항
3489,2019050707,2087,Y,김포공항
3490,2019050708,1542,N,김포공항
3491,2019050709,1675,Y,김포공항
3492,2019050710,2181,Y,김포공항
3493,2019050711,1605,Y,김포공항
3494,2019050712,1348,N,김포공항
3495,2019050713,1439,N,김포공항
3496,2019050714,2217,Y,김포공항
3497,2019050715,2199,Y,김포공항
3498,2019050716,445,N,김포공항
3499,2019050717,1267,N,김포공항
3500,2019050718,1295,N,김포공항
3501,2019050719,1196,N,김포공항
3502,2019050720,497,N,김포공항
3503,2019050721,171,N,김포공항
3504,2019050806,3040,Y,김포공항
3505,2019050807,2417,Y,김포공항
3506,2019050808,1672,Y,김포공항
3507,2019050809,1958,Y,김포공항
3508,2019050810,2113,Y,김포공항
3509,2019050811,1637,Y,김포공항
3510,2019050812,1540,N,김포공항
3511,2019050813,1734,Y,김포공항
3512,2019050814,2212,Y,김포공항
3513,2019050815,2417,Y,김포공항
3514,2019050816,1236,N,김포공항
3515,2019050817,911,N,김포공항
3516,2019050818,2244,Y,김포공항
3517,2019050819,1591,N,김포공항
3518,2019050820,743,N,김포공항
3519,2019050821,305,N,김포공항
3520,2019050906,2389,Y,김포공항
3521,2019050907,1944,Y,김포공항
3522,2019050908,1304,N,김포공항
3523,2019050909,1975,Y,김포공항
3524,2019050910,2170,Y,김포공항
3525,2019050911,1491,N,김포공항
3526,2019050912,1344,N,김포공항
3527,2019050913,1345,N,김포공항
3528,2019050914,2067,Y,김포공항
3529,2019050915,2210,Y,김포공항
3530,2019050916,846,N,김포공항
3531,2019050917,1342,N,김포공항
3532,2019050918,2156,Y,김포공항
3533,2019050919,1453,N,김포공항
3534,2019050920,817,N,김포공항
3535,2019050921,310,N,김포공항
3536,2019051006,2191,Y,김포공항
3537,2019051007,1901,N,김포공항
3538,2019051008,1639,N,김포공항
3539,2019051009,1956,Y,김포공항
3540,2019051010,2038,Y,김포공항
3541,2019051011,1374,N,김포공항
3542,2019051012,1297,N,김포공항
3543,2019051013,1482,N,김포공항
3544,2019051014,1888,N,김포공항
3545,2019051015,1939,Y,김포공항
3546,2019051016,1174,N,김포공항
3547,2019051017,947,N,김포공항
3548,2019051018,2374,Y,김포공항
3549,2019051019,1785,N,김포공항
3550,2019051020,733,N,김포공항
3551,2019051021,602,N,김포공항
3552,2019051106,2704,Y,김포공항
3553,2019051107,2130,Y,김포공항
3554,2019051108,1931,N,김포공항
3555,2019051109,1849,Y,김포공항
3556,2019051110,2420,Y,김포공항
3557,2019051111,1995,Y,김포공항
3558,2019051112,1373,N,김포공항
3559,2019051113,1664,N,김포공항
3560,2019051114,2292,Y,김포공항
3561,2019051115,2366,Y,김포공항
3562,2019051116,883,N,김포공항
3563,2019051117,1366,N,김포공항
3564,2019051118,2117,Y,김포공항
3565,2019051119,1568,N,김포공항
3566,2019051120,920,N,김포공항
3567,2019051121,317,N,김포공항
3568,2019051206,2016,Y,김포공항
3569,2019051207,1626,N,김포공항
3570,2019051208,1073,N,김포공항
