,TM,gmp_people,gmp_congest,Origin
1359,2018122421,81,N,김포공항
1360,2018122506,2231,Y,김포공항
1361,2018122507,1531,N,김포공항
1362,2018122508,1195,N,김포공항
1363,2018122509,1589,N,김포공항
1364,2018122510,533,N,김포공항
1365,2018122511,1470,N,김포공항
1366,2018122512,1475,N,김포공항
1367,2018122513,1613,N,김포공항
1368,2018122514,1843,N,김포공항
1369,2018122515,1766,N,김포공항
1370,2018122516,1092,N,김포공항
1371,2018122517,1107,N,김포공항
1372,2018122518,1363,N,김포공항
1373,2018122519,1416,N,김포공항
1374,2018122520,1209,N,김포공항
1375,2018122521,83,N,김포공항
1376,2018122606,2656,Y,김포공항
1377,2018122607,2217,Y,김포공항
1378,2018122608,1477,N,김포공항
1379,2018122609,2192,Y,김포공항
1380,2018122610,695,N,김포공항
1381,2018122611,1794,N,김포공항
1382,2018122612,1842,N,김포공항
1383,2018122613,2150,Y,김포공항
1384,2018122614,2359,Y,김포공항
1385,2018122615,1929,Y,김포공항
1386,2018122616,1463,N,김포공항
1387,2018122617,901,N,김포공항
1388,2018122618,1436,N,김포공항
1389,2018122619,1484,N,김포공항
1390,2018122620,1166,N,김포공항
1391,2018122621,84,N,김포공항
1392,2018122706,2520,Y,김포공항
1393,2018122707,1832,N,김포공항
1394,2018122708,1313,N,김포공항
1395,2018122709,1728,N,김포공항
1396,2018122710,622,N,김포공항
1397,2018122711,1842,N,김포공항
1398,2018122712,1576,N,김포공항
1399,2018122713,1787,N,김포공항
1400,2018122714,2154,Y,김포공항
1401,2018122715,1904,Y,김포공항
1402,2018122716,1290,N,김포공항
1403,2018122717,1236,N,김포공항
1404,2018122718,1688,N,김포공항
1405,2018122719,1506,N,김포공항
1406,2018122720,1528,N,김포공항
1407,2018122721,162,N,김포공항
1408,2018122806,1945,N,김포공항
1409,2018122807,1305,N,김포공항
1410,2018122808,1466,N,김포공항
1411,2018122809,1945,N,김포공항
1412,2018122810,404,N,김포공항
1413,2018122811,1682,N,김포공항
1414,2018122812,1528,N,김포공항
1415,2018122813,1580,N,김포공항
1416,2018122814,1892,N,김포공항
1417,2018122815,2005,Y,김포공항
1418,2018122816,1431,N,김포공항
1419,2018122817,1107,N,김포공항
1420,2018122818,2099,Y,김포공항
1421,2018122819,1947,N,김포공항
1422,2018122820,1631,N,김포공항
1423,2018122821,244,N,김포공항
1424,2018122906,2950,Y,김포공항
1425,2018122907,2016,Y,김포공항
1426,2018122908,1682,N,김포공항
1427,2018122909,1768,N,김포공항
1428,2018122910,810,N,김포공항
1429,2018122911,1919,N,김포공항
1430,2018122912,1784,N,김포공항
1431,2018122913,1964,Y,김포공항
1432,2018122914,2275,Y,김포공항
1433,2018122915,2237,Y,김포공항
1434,2018122916,1234,N,김포공항
1435,2018122917,1333,N,김포공항
1436,2018122918,2038,Y,김포공항
1437,2018122919,1822,N,김포공항
1438,2018122920,1480,N,김포공항
1439,2018122921,174,N,김포공항
1440,2018123006,2427,Y,김포공항
1441,2018123007,1659,N,김포공항
1442,2018123008,1333,N,김포공항
1443,2018123009,1793,N,김포공항
1444,2018123010,772,N,김포공항
1445,2018123011,1743,N,김포공항
1446,2018123012,1575,N,김포공항
1447,2018123013,2113,Y,김포공항
1448,2018123014,2038,Y,김포공항
1449,2018123015,1859,N,김포공항
1450,2018123016,1093,N,김포공항
1451,2018123017,976,N,김포공항
1452,2018123018,1450,N,김포공항
1453,2018123019,1702,N,김포공항
1454,2018123020,1065,N,김포공항
1455,2018123021,199,N,김포공항
1456,2018123106,2343,Y,김포공항
1457,2018123107,1577,N,김포공항
1458,2018123108,1189,N,김포공항
1459,2018123109,1767,N,김포공항
1460,2018123110,378,N,김포공항
1461,2018123111,1615,N,김포공항
1462,2018123112,1429,N,김포공항
1463,2018123113,1665,N,김포공항
1464,2018123114,1984,Y,김포공항
1465,2018123115,1921,Y,김포공항
1466,2018123116,1281,N,김포공항
1467,2018123117,969,N,김포공항
1468,2018123118,1842,N,김포공항
1469,2018123119,1498,N,김포공항
1470,2018123120,1399,N,김포공항
1471,2018123121,87,N,김포공항
1472,2019010106,1817,N,김포공항
1473,2019010107,1378,N,김포공항
1474,2019010108,955,N,김포공항
1475,2019010109,1366,N,김포공항
1476,2019010110,538,N,김포공항
1477,2019010111,1412,N,김포공항
1478,2019010112,1221,N,김포공항
1479,2019010113,1242,N,김포공항
1480,2019010114,1379,N,김포공항
1481,2019010115,1347,N,김포공항
1482,2019010116,988,N,김포공항
1483,2019010117,986,N,김포공항
1484,2019010118,1124,N,김포공항
1485,2019010119,1319,N,김포공항
1486,2019010120,1046,N,김포공항
1487,2019010121,43,N,김포공항
1488,2019010206,2475,Y,김포공항
1489,2019010207,2072,Y,김포공항
1490,2019010208,1230,N,김포공항
1491,2019010209,2049,Y,김포공항
1492,2019010210,633,N,김포공항
1493,2019010211,1557,N,김포공항
1494,2019010212,1769,N,김포공항
1495,2019010213,1896,N,김포공항
1496,2019010214,2029,Y,김포공항
1497,2019010215,1698,N,김포공항
1498,2019010216,1166,N,김포공항
1499,2019010217,910,N,김포공항
1500,2019010218,1281,N,김포공항
1501,2019010219,1233,N,김포공항
1502,2019010220,948,N,김포공항
1503,2019010221,32,N,김포공항
1504,2019010306,2118,Y,김포공항
1505,2019010307,1604,N,김포공항
1506,2019010308,1330,N,김포공항
1507,2019010309,1681,N,김포공항
1508,2019010310,571,N,김포공항
1509,2019010311,1475,N,김포공항
1510,2019010312,1379,N,김포공항
1511,2019010313,1414,N,김포공항
1512,2019010314,1854,N,김포공항
1513,2019010315,1428,N,김포공항
1514,2019010316,999,N,김포공항
1515,2019010317,849,N,김포공항
1516,2019010318,1235,N,김포공항
1517,2019010319,1267,N,김포공항
1518,2019010320,1059,N,김포공항
1519,2019010321,124,N,김포공항
1520,2019010406,1696,N,김포공항
1521,2019010407,1201,N,김포공항
1522,2019010408,1232,N,김포공항
1523,2019010409,1828,N,김포공항
1524,2019010410,337,N,김포공항
1525,2019010411,1549,N,김포공항
1526,2019010412,1383,N,김포공항
1527,2019010413,1518,N,김포공항
1528,2019010414,1518,N,김포공항
1529,2019010415,1689,N,김포공항
1530,2019010416,1220,N,김포공항
1531,2019010417,966,N,김포공항
1532,2019010418,1759,N,김포공항
1533,2019010419,1512,N,김포공항
1534,2019010420,1497,N,김포공항
1535,2019010421,160,N,김포공항
1536,2019010506,2284,Y,김포공항
1537,2019010507,1542,N,김포공항
1538,2019010508,1388,N,김포공항
1539,2019010509,1424,N,김포공항
1540,2019010510,484,N,김포공항
1541,2019010511,1182,N,김포공항
1542,2019010512,1404,N,김포공항
1543,2019010513,1562,N,김포공항
1544,2019010514,1497,N,김포공항
1545,2019010515,1427,N,김포공항
1546,2019010516,1001,N,김포공항
1547,2019010517,883,N,김포공항
1548,2019010518,1332,N,김포공항
1549,2019010519,1293,N,김포공항
1550,2019010520,895,N,김포공항
1551,2019010521,39,N,김포공항
1552,2019010606,1903,N,김포공항
1553,2019010607,1501,N,김포공항
1554,2019010608,933,N,김포공항
1555,2019010609,1577,N,김포공항
1556,2019010610,614,N,김포공항
1557,2019010611,1501,N,김포공항
1558,2019010612,1311,N,김포공항
1559,2019010613,1862,N,김포공항
1560,2019010614,1814,N,김포공항
1561,2019010615,1942,Y,김포공항
1562,2019010616,1081,N,김포공항
1563,2019010617,822,N,김포공항
1564,2019010618,1595,N,김포공항
1565,2019010619,1734,N,김포공항
1566,2019010620,1035,N,김포공항
1567,2019010621,175,N,김포공항
1568,2019010706,2545,Y,김포공항
1569,2019010707,1995,Y,김포공항
1570,2019010708,1445,N,김포공항
1571,2019010709,1991,Y,김포공항
1572,2019010710,394,N,김포공항
1573,2019010711,1698,N,김포공항
1574,2019010712,1503,N,김포공항
1575,2019010713,1991,Y,김포공항
1576,2019010714,2008,Y,김포공항
1577,2019010715,1682,N,김포공항
1578,2019010716,1230,N,김포공항
1579,2019010717,757,N,김포공항
1580,2019010718,1372,N,김포공항
1581,2019010719,1387,N,김포공항
1582,2019010720,1078,N,김포공항
1583,2019010721,48,N,김포공항
1584,2019010806,2418,Y,김포공항
1585,2019010807,1850,N,김포공항
1586,2019010808,1526,N,김포공항
1587,2019010809,1706,N,김포공항
1588,2019010810,706,N,김포공항
1589,2019010811,1847,N,김포공항
1590,2019010812,1474,N,김포공항
1591,2019010813,1606,N,김포공항
1592,2019010814,1796,N,김포공항
1593,2019010815,1603,N,김포공항
1594,2019010816,1000,N,김포공항
1595,2019010817,949,N,김포공항
1596,2019010818,1529,N,김포공항
1597,2019010819,1338,N,김포공항
1598,2019010820,1052,N,김포공항
1599,2019010821,45,N,김포공항
1600,2019010906,1837,N,김포공항
1601,2019010907,1733,N,김포공항
1602,2019010908,1288,N,김포공항
1603,2019010909,2042,Y,김포공항
1604,2019010910,539,N,김포공항
1605,2019010911,1400,N,김포공항
1606,2019010912,1607,N,김포공항
1607,2019010913,1616,N,김포공항
1608,2019010914,1504,N,김포공항
1609,2019010915,1319,N,김포공항
1610,2019010916,1106,N,김포공항
1611,2019010917,775,N,김포공항
1612,2019010918,1166,N,김포공항
1613,2019010919,1289,N,김포공항
1614,2019010920,1131,N,김포공항
1615,2019010921,62,N,김포공항
1616,2019011006,2361,Y,김포공항
1617,2019011007,1832,N,김포공항
1618,2019011008,1438,N,김포공항
1619,2019011009,1863,Y,김포공항
1620,2019011010,680,N,김포공항
1621,2019011011,1754,N,김포공항
1622,2019011012,1588,N,김포공항
1623,2019011013,1699,N,김포공항
1624,2019011014,2194,Y,김포공항
1625,2019011015,1824,N,김포공항
1626,2019011016,1274,N,김포공항
1627,2019011017,1077,N,김포공항
1628,2019011018,1688,N,김포공항
1629,2019011019,1548,N,김포공항
1630,2019011020,1550,N,김포공항
1631,2019011021,224,N,김포공항
1632,2019011106,2086,Y,김포공항
1633,2019011107,1381,N,김포공항
1634,2019011108,1290,N,김포공항
1635,2019011109,1852,N,김포공항
1636,2019011110,339,N,김포공항
1637,2019011111,1553,N,김포공항
1638,2019011112,1393,N,김포공항
1639,2019011113,1550,N,김포공항
1640,2019011114,2084,Y,김포공항
1641,2019011115,1863,N,김포공항
1642,2019011116,1363,N,김포공항
1643,2019011117,1127,N,김포공항
1644,2019011118,1875,N,김포공항
1645,2019011119,1760,N,김포공항
1646,2019011120,1492,N,김포공항
1647,2019011121,196,N,김포공항
1648,2019011206,2659,Y,김포공항
1649,2019011207,1781,N,김포공항
1650,2019011208,1549,N,김포공항
1651,2019011209,1707,N,김포공항
1652,2019011210,619,N,김포공항
1653,2019011211,1602,N,김포공항
1654,2019011212,1542,N,김포공항
1655,2019011213,1737,N,김포공항
1656,2019011214,1864,N,김포공항
1657,2019011215,1946,N,김포공항
1658,2019011216,1065,N,김포공항
1659,2019011217,1076,N,김포공항
1660,2019011218,1566,N,김포공항
1661,2019011219,1357,N,김포공항
1662,2019011220,1114,N,김포공항
1663,2019011221,74,N,김포공항
1664,2019011306,2514,Y,김포공항
1665,2019011307,1664,N,김포공항
1666,2019011308,1236,N,김포공항
1667,2019011309,1712,N,김포공항
1668,2019011310,728,N,김포공항
1669,2019011311,1594,N,김포공항
1670,2019011312,1494,N,김포공항
1671,2019011313,1663,N,김포공항
1672,2019011314,1965,N,김포공항
1673,2019011315,2066,Y,김포공항
1674,2019011316,1149,N,김포공항
1675,2019011317,1038,N,김포공항
1676,2019011318,1826,N,김포공항
1677,2019011319,1833,N,김포공항
1678,2019011320,1282,N,김포공항
1679,2019011321,204,N,김포공항
1680,2019011406,2761,Y,김포공항
1681,2019011407,2000,Y,김포공항
1682,2019011408,1548,N,김포공항
1683,2019011409,2099,Y,김포공항
1684,2019011410,497,N,김포공항
1685,2019011411,1813,N,김포공항
1686,2019011412,1649,N,김포공항
1687,2019011413,1943,N,김포공항
1688,2019011414,1995,Y,김포공항
1689,2019011415,1715,N,김포공항
1690,2019011416,1189,N,김포공항
1691,2019011417,897,N,김포공항
1692,2019011418,1807,N,김포공항
1693,2019011419,1421,N,김포공항
1694,2019011420,1134,N,김포공항
1695,2019011421,33,N,김포공항
1696,2019011506,2641,Y,김포공항
1697,2019011507,1820,N,김포공항
1698,2019011508,1511,N,김포공항
1699,2019011509,1818,N,김포공항
1700,2019011510,686,N,김포공항
1701,2019011511,1737,N,김포공항
1702,2019011512,1541,N,김포공항
1703,2019011513,1587,N,김포공항
1704,2019011514,2014,Y,김포공항
1705,2019011515,1366,N,김포공항
1706,2019011516,890,N,김포공항
1707,2019011517,947,N,김포공항
1708,2019011518,1273,N,김포공항
1709,2019011519,1189,N,김포공항
1710,2019011520,1068,N,김포공항
1711,2019011521,58,N,김포공항
1712,2019011606,2338,Y,김포공항
1713,2019011607,2003,Y,김포공항
1714,2019011608,1398,N,김포공항
1715,2019011609,2198,Y,김포공항
1716,2019011610,687,N,김포공항
1717,2019011611,1678,N,김포공항
1718,2019011612,1650,N,김포공항
1719,2019011613,1599,N,김포공항
1720,2019011614,1698,N,김포공항
1721,2019011615,1283,N,김포공항
1722,2019011616,1101,N,김포공항
1723,2019011617,847,N,김포공항
1724,2019011618,1284,N,김포공항
1725,2019011619,1360,N,김포공항
1726,2019011620,1190,N,김포공항
1727,2019011621,66,N,김포공항
1728,2019011706,2372,Y,김포공항
1729,2019011707,1781,N,김포공항
1730,2019011708,1403,N,김포공항
1731,2019011709,1770,N,김포공항
1732,2019011710,679,N,김포공항
1733,2019011711,1745,N,김포공항
1734,2019011712,1436,N,김포공항
1735,2019011713,1744,N,김포공항
1736,2019011714,1981,Y,김포공항
1737,2019011715,1435,N,김포공항
1738,2019011716,1144,N,김포공항
1739,2019011717,1064,N,김포공항
1740,2019011718,1654,N,김포공항
1741,2019011719,1371,N,김포공항
1742,2019011720,1588,N,김포공항
1743,2019011721,198,N,김포공항
1744,2019011806,2164,Y,김포공항
1745,2019011807,1577,N,김포공항
1746,2019011808,1501,N,김포공항
1747,2019011809,1786,N,김포공항
1748,2019011810,472,N,김포공항
1749,2019011811,1821,N,김포공항
1750,2019011812,1509,N,김포공항
1751,2019011813,1636,N,김포공항
1752,2019011814,2350,Y,김포공항
1753,2019011815,1651,N,김포공항
1754,2019011816,1400,N,김포공항
1755,2019011817,1196,N,김포공항
1756,2019011818,2025,Y,김포공항
1757,2019011819,1601,N,김포공항
1758,2019011820,1558,N,김포공항
1759,2019011821,217,N,김포공항
1760,2019011906,2588,Y,김포공항
1761,2019011907,1828,N,김포공항
1762,2019011908,1789,N,김포공항
1763,2019011909,1540,N,김포공항
1764,2019011910,703,N,김포공항
1765,2019011911,1786,N,김포공항
1766,2019011912,1431,N,김포공항
1767,2019011913,1542,N,김포공항
1768,2019011914,1825,N,김포공항
1769,2019011915,1986,N,김포공항
1770,2019011916,977,N,김포공항
1771,2019011917,1273,N,김포공항
1772,2019011918,1853,N,김포공항
1773,2019011919,1494,N,김포공항
1774,2019011920,1249,N,김포공항
1775,2019011921,113,N,김포공항
1776,2019012006,2293,Y,김포공항
1777,2019012007,1640,N,김포공항
1778,2019012008,1246,N,김포공항
1779,2019012009,1572,N,김포공항
1780,2019012010,728,N,김포공항
1781,2019012011,1581,N,김포공항
1782,2019012012,1430,N,김포공항
1783,2019012013,1762,N,김포공항
1784,2019012014,2118,Y,김포공항
1785,2019012015,1941,N,김포공항
1786,2019012016,1107,N,김포공항
1787,2019012017,1112,N,김포공항
1788,2019012018,1981,Y,김포공항
1789,2019012019,1717,N,김포공항
1790,2019012020,1355,N,김포공항
1791,2019012021,234,N,김포공항
1792,2019012106,2515,Y,김포공항
1793,2019012107,1992,Y,김포공항
1794,2019012108,1605,N,김포공항
1795,2019012109,1916,Y,김포공항
1796,2019012110,501,N,김포공항
1797,2019012111,1855,N,김포공항
1798,2019012112,1638,N,김포공항
1799,2019012113,1820,Y,김포공항
1800,2019012114,2126,Y,김포공항
1801,2019012115,1822,N,김포공항
1802,2019012116,1103,N,김포공항
1803,2019012117,900,N,김포공항
1804,2019012118,1797,N,김포공항
1805,2019012119,1253,N,김포공항
1806,2019012120,1200,N,김포공항
1807,2019012121,68,N,김포공항
1808,2019012206,2393,Y,김포공항
1809,2019012207,1873,N,김포공항
1810,2019012208,1715,N,김포공항
1811,2019012209,1684,N,김포공항
1812,2019012210,672,N,김포공항
1813,2019012211,1802,N,김포공항
1814,2019012212,1564,N,김포공항
1815,2019012213,1498,N,김포공항
1816,2019012214,2022,Y,김포공항
1817,2019012215,1713,N,김포공항
1818,2019012216,822,N,김포공항
1819,2019012217,891,N,김포공항
1820,2019012218,932,N,김포공항
1821,2019012219,1179,N,김포공항
1822,2019012220,1128,N,김포공항
1823,2019012221,9,N,김포공항
1824,2019012306,2347,Y,김포공항
1825,2019012307,2067,Y,김포공항
1826,2019012308,1488,N,김포공항
1827,2019012309,2053,Y,김포공항
1828,2019012310,719,N,김포공항
1829,2019012311,1659,N,김포공항
1830,2019012312,1737,N,김포공항
1831,2019012313,1507,N,김포공항
1832,2019012314,1711,N,김포공항
1833,2019012315,1277,N,김포공항
1834,2019012316,922,N,김포공항
1835,2019012317,780,N,김포공항
1836,2019012318,1380,N,김포공항
1837,2019012319,1160,N,김포공항
1838,2019012320,1237,N,김포공항
1839,2019012321,72,N,김포공항
1840,2019012406,2226,Y,김포공항
1841,2019012407,1947,N,김포공항
1842,2019012408,1525,N,김포공항
1843,2019012409,1651,N,김포공항
1844,2019012410,757,N,김포공항
1845,2019012411,1774,N,김포공항
1846,2019012412,1583,N,김포공항
1847,2019012413,1356,N,김포공항
1848,2019012414,2082,Y,김포공항
1849,2019012415,1745,N,김포공항
1850,2019012416,978,N,김포공항
1851,2019012417,1045,N,김포공항
1852,2019012418,1778,N,김포공항
1853,2019012419,1331,N,김포공항
1854,2019012420,1502,N,김포공항
1855,2019012421,132,N,김포공항
1856,2019012506,2013,Y,김포공항
1857,2019012507,1600,N,김포공항
1858,2019012508,1492,N,김포공항
1859,2019012509,1748,N,김포공항
1860,2019012510,457,N,김포공항
1861,2019012511,1737,N,김포공항
1862,2019012512,1395,N,김포공항
1863,2019012513,1536,N,김포공항
1864,2019012514,2100,Y,김포공항
1865,2019012515,1885,N,김포공항
1866,2019012516,1178,N,김포공항
1867,2019012517,1106,N,김포공항
1868,2019012518,1997,Y,김포공항
1869,2019012519,1632,N,김포공항
1870,2019012520,1559,N,김포공항
1871,2019012521,208,N,김포공항
1872,2019012606,2361,Y,김포공항
1873,2019012607,1743,N,김포공항
1874,2019012608,1537,N,김포공항
1875,2019012609,1440,N,김포공항
1876,2019012610,719,N,김포공항
1877,2019012611,1648,N,김포공항
1878,2019012612,1479,N,김포공항
1879,2019012613,1525,N,김포공항
1880,2019012614,1880,N,김포공항
1881,2019012615,1924,N,김포공항
1882,2019012616,924,N,김포공항
1883,2019012617,1092,N,김포공항
1884,2019012618,1605,N,김포공항
1885,2019012619,1390,N,김포공항
1886,2019012620,1191,N,김포공항
1887,2019012621,80,N,김포공항
1888,2019012706,2277,Y,김포공항
1889,2019012707,1677,N,김포공항
1890,2019012708,1020,N,김포공항
1891,2019012709,1428,N,김포공항
1892,2019012710,708,N,김포공항
1893,2019012711,1632,N,김포공항
1894,2019012712,1355,N,김포공항
1895,2019012713,1447,N,김포공항
1896,2019012714,1950,N,김포공항
1897,2019012715,2061,Y,김포공항
1898,2019012716,1030,N,김포공항
1899,2019012717,1020,N,김포공항
1900,2019012718,1825,N,김포공항
1901,2019012719,1735,N,김포공항
1902,2019012720,1275,N,김포공항
1903,2019012721,233,N,김포공항
1904,2019012806,2478,Y,김포공항
1905,2019012807,2000,Y,김포공항
1906,2019012808,1574,N,김포공항
1907,2019012809,1992,Y,김포공항
1908,2019012810,517,N,김포공항
1909,2019012811,1824,N,김포공항
1910,2019012812,1616,N,김포공항
1911,2019012813,1792,N,김포공항
1912,2019012814,1988,Y,김포공항
1913,2019012815,1861,N,김포공항
1914,2019012816,1102,N,김포공항
1915,2019012817,904,N,김포공항
1916,2019012818,1755,N,김포공항
1917,2019012819,1338,N,김포공항
1918,2019012820,1175,N,김포공항
1919,2019012821,50,N,김포공항
1920,2019012906,2413,Y,김포공항
1921,2019012907,1937,N,김포공항
1922,2019012908,1787,N,김포공항
1923,2019012909,1708,N,김포공항
1924,2019012910,680,N,김포공항
1925,2019012911,1757,N,김포공항
1926,2019012912,1499,N,김포공항
1927,2019012913,1376,N,김포공항
1928,2019012914,2003,Y,김포공항
1929,2019012915,1549,N,김포공항
1930,2019012916,821,N,김포공항
1931,2019012917,1052,N,김포공항
1932,2019012918,1069,N,김포공항
1933,2019012919,1042,N,김포공항
1934,2019012920,1156,N,김포공항
1935,2019012921,36,N,김포공항
1936,2019013006,1674,N,김포공항
1937,2019013007,1711,N,김포공항
1938,2019013008,1289,N,김포공항
1939,2019013009,1794,N,김포공항
1940,2019013010,702,N,김포공항
1941,2019013011,1519,N,김포공항
1942,2019013012,1421,N,김포공항
1943,2019013013,1338,N,김포공항
1944,2019013014,1368,N,김포공항
1945,2019013015,1374,N,김포공항
1946,2019013016,1041,N,김포공항
1947,2019013017,847,N,김포공항
1948,2019013018,1445,N,김포공항
1949,2019013019,1257,N,김포공항
1950,2019013020,1407,N,김포공항
1951,2019013021,42,N,김포공항
1952,2019013106,2433,Y,김포공항
1953,2019013107,1739,N,김포공항
1954,2019013108,1454,N,김포공항
1955,2019013109,1727,N,김포공항
1956,2019013110,695,N,김포공항
1957,2019013111,1643,N,김포공항
1958,2019013112,1560,N,김포공항
1959,2019013113,1568,N,김포공항
1960,2019013114,2224,Y,김포공항
1961,2019013115,1866,N,김포공항
1962,2019013116,1347,N,김포공항
1963,2019013117,1427,N,김포공항
1964,2019013118,1848,N,김포공항
1965,2019013119,1691,N,김포공항
1966,2019013120,1676,N,김포공항
1967,2019013121,312,N,김포공항
1968,2019020106,2549,Y,김포공항
1969,2019020107,1675,N,김포공항
1970,2019020108,1792,N,김포공항
1971,2019020109,2204,Y,김포공항
1972,2019020110,583,N,김포공항
1973,2019020111,1941,N,김포공항
1974,2019020112,1724,N,김포공항
1975,2019020113,1918,N,김포공항
1976,2019020114,2643,Y,김포공항
1977,2019020115,2240,Y,김포공항
1978,2019020116,1946,N,김포공항
1979,2019020117,1432,N,김포공항
1980,2019020118,2415,Y,김포공항
1981,2019020119,2359,Y,김포공항
1982,2019020120,1734,N,김포공항
1983,2019020121,377,N,김포공항
1984,2019020206,2933,Y,김포공항
1985,2019020207,2499,Y,김포공항
1986,2019020208,2200,Y,김포공항
1987,2019020209,1851,N,김포공항
1988,2019020210,1013,N,김포공항
1989,2019020211,1953,N,김포공항
1990,2019020212,1847,N,김포공항
1991,2019020213,1940,N,김포공항
1992,2019020214,2362,Y,김포공항
1993,2019020215,2439,Y,김포공항
1994,2019020216,1698,N,김포공항
1995,2019020217,1558,N,김포공항
1996,2019020218,2200,Y,김포공항
1997,2019020219,2084,Y,김포공항
1998,2019020220,1719,N,김포공항
1999,2019020221,188,N,김포공항
2000,2019020306,2617,Y,김포공항
2001,2019020307,2458,Y,김포공항
2002,2019020308,1868,N,김포공항
2003,2019020309,1983,N,김포공항
2004,2019020310,1137,N,김포공항
2005,2019020311,1864,N,김포공항
2006,2019020312,1854,N,김포공항
2007,2019020313,2323,Y,김포공항
2008,2019020314,2588,Y,김포공항
2009,2019020315,2774,Y,김포공항
2010,2019020316,1488,N,김포공항
2011,2019020317,1410,N,김포공항
2012,2019020318,2188,Y,김포공항
2013,2019020319,2534,Y,김포공항
2014,2019020320,1573,N,김포공항
2015,2019020321,246,N,김포공항
2016,2019020406,2630,Y,김포공항
2017,2019020407,2087,Y,김포공항
2018,2019020408,1672,N,김포공항
2019,2019020409,2244,Y,김포공항
2020,2019020410,850,N,김포공항
2021,2019020411,1887,N,김포공항
2022,2019020412,1779,N,김포공항
2023,2019020413,2087,Y,김포공항
2024,2019020414,2261,Y,김포공항
2025,2019020415,2438,Y,김포공항
2026,2019020416,1654,N,김포공항
2027,2019020417,1183,N,김포공항
2028,2019020418,2143,Y,김포공항
2029,2019020419,1594,N,김포공항
2030,2019020420,1628,N,김포공항
2031,2019020421,124,N,김포공항
2032,2019020506,1893,N,김포공항
2033,2019020507,1664,N,김포공항
2034,2019020508,1260,N,김포공항
2035,2019020509,1555,N,김포공항
2036,2019020510,633,N,김포공항
2037,2019020511,1669,N,김포공항
2038,2019020512,1633,N,김포공항
2039,2019020513,1748,N,김포공항
2040,2019020514,2562,Y,김포공항
2041,2019020515,2518,Y,김포공항
2042,2019020516,1428,N,김포공항
2043,2019020517,1677,N,김포공항
2044,2019020518,2249,Y,김포공항
2045,2019020519,1795,N,김포공항
2046,2019020520,1618,N,김포공항
2047,2019020521,96,N,김포공항
2048,2019020606,2562,Y,김포공항
2049,2019020607,2029,Y,김포공항
2050,2019020608,1323,N,김포공항
2051,2019020609,2294,Y,김포공항
2052,2019020610,680,N,김포공항
2053,2019020611,1718,N,김포공항
2054,2019020612,1958,N,김포공항
2055,2019020613,2033,Y,김포공항
2056,2019020614,2435,Y,김포공항
2057,2019020615,2232,Y,김포공항
2058,2019020616,1791,N,김포공항
2059,2019020617,1177,N,김포공항
2060,2019020618,2155,Y,김포공항
2061,2019020619,1786,N,김포공항
2062,2019020620,1727,N,김포공항
2063,2019020621,105,N,김포공항
2064,2019020706,2584,Y,김포공항
2065,2019020707,1581,N,김포공항
2066,2019020708,1228,N,김포공항
2067,2019020709,1664,N,김포공항
2068,2019020710,602,N,김포공항
2069,2019020711,1394,N,김포공항
2070,2019020712,1651,N,김포공항
2071,2019020713,1860,N,김포공항
2072,2019020714,2251,Y,김포공항
2073,2019020715,1749,N,김포공항
2074,2019020716,1167,N,김포공항
2075,2019020717,1061,N,김포공항
2076,2019020718,1847,N,김포공항
2077,2019020719,1600,N,김포공항
2078,2019020720,1397,N,김포공항
2079,2019020721,125,N,김포공항
2080,2019020806,2419,Y,김포공항
2081,2019020807,1225,N,김포공항
2082,2019020808,1311,N,김포공항
2083,2019020809,1918,N,김포공항
2084,2019020810,414,N,김포공항
2085,2019020811,1339,N,김포공항
2086,2019020812,1412,N,김포공항
2087,2019020813,1626,N,김포공항
2088,2019020814,1903,N,김포공항
2089,2019020815,1472,N,김포공항
2090,2019020816,1310,N,김포공항
2091,2019020817,832,N,김포공항
2092,2019020818,1603,N,김포공항
2093,2019020819,1569,N,김포공항
2094,2019020820,1468,N,김포공항
2095,2019020821,167,N,김포공항
2096,2019020906,2406,Y,김포공항
2097,2019020907,1424,N,김포공항
2098,2019020908,1438,N,김포공항
2099,2019020909,1582,N,김포공항
2100,2019020910,620,N,김포공항
2101,2019020911,1315,N,김포공항
2102,2019020912,1447,N,김포공항
2103,2019020913,1759,N,김포공항
2104,2019020914,1836,N,김포공항
2105,2019020915,1585,N,김포공항
2106,2019020916,1096,N,김포공항
2107,2019020917,896,N,김포공항
2108,2019020918,1594,N,김포공항
2109,2019020919,1346,N,김포공항
2110,2019020920,1119,N,김포공항
2111,2019020921,49,N,김포공항
2112,2019021006,2445,Y,김포공항
2113,2019021007,1391,N,김포공항
2114,2019021008,1148,N,김포공항
2115,2019021009,1725,N,김포공항
2116,2019021010,705,N,김포공항
2117,2019021011,1240,N,김포공항
2118,2019021012,1583,N,김포공항
2119,2019021013,2146,Y,김포공항
2120,2019021014,2245,Y,김포공항
2121,2019021015,1957,Y,김포공항
2122,2019021016,1290,N,김포공항
2123,2019021017,1050,N,김포공항
2124,2019021018,1752,N,김포공항
2125,2019021019,1851,N,김포공항
2126,2019021020,1274,N,김포공항
2127,2019021021,229,N,김포공항
2128,2019021106,2667,Y,김포공항
2129,2019021107,1669,N,김포공항
2130,2019021108,1543,N,김포공항
2131,2019021109,2169,Y,김포공항
2132,2019021110,481,N,김포공항
2133,2019021111,1538,N,김포공항
2134,2019021112,1676,N,김포공항
