,TM,cju_people,cju_congest,Origin
0,2018100106,458,N,力林傍亲
1,2018100107,616,N,力林傍亲
2,2018100108,2289,N,力林傍亲
3,2018100109,2189,N,力林傍亲
4,2018100110,1160,N,力林傍亲
5,2018100111,1323,N,力林傍亲
6,2018100112,981,N,力林傍亲
7,2018100113,2358,N,力林傍亲
8,2018100114,1286,N,力林傍亲
9,2018100115,1631,N,力林傍亲
10,2018100116,1533,N,力林傍亲
11,2018100117,2197,N,力林傍亲
12,2018100118,1234,N,力林傍亲
13,2018100119,1741,N,力林傍亲
14,2018100120,1416,N,力林傍亲
15,2018100121,1310,N,力林傍亲
16,2018100206,356,N,力林傍亲
17,2018100207,542,N,力林傍亲
18,2018100208,1635,N,力林傍亲
19,2018100209,1813,N,力林傍亲
20,2018100210,1386,N,力林傍亲
21,2018100211,1379,N,力林傍亲
22,2018100212,1121,N,力林傍亲
23,2018100213,2382,N,力林傍亲
24,2018100214,1290,N,力林傍亲
25,2018100215,1585,N,力林傍亲
26,2018100216,2022,N,力林傍亲
27,2018100217,2042,N,力林傍亲
28,2018100218,1338,N,力林傍亲
29,2018100219,2311,N,力林傍亲
30,2018100220,2169,N,力林傍亲
31,2018100221,1446,N,力林傍亲
32,2018100306,205,N,力林傍亲
33,2018100307,542,N,力林傍亲
34,2018100308,2351,N,力林傍亲
35,2018100309,2234,N,力林傍亲
36,2018100310,1449,N,力林傍亲
37,2018100311,1494,N,力林傍亲
38,2018100312,1381,N,力林傍亲
39,2018100313,2425,N,力林傍亲
40,2018100314,1446,N,力林傍亲
41,2018100315,2059,N,力林傍亲
42,2018100316,2010,N,力林傍亲
43,2018100317,2374,N,力林傍亲
44,2018100318,1454,N,力林傍亲
45,2018100319,2056,N,力林傍亲
46,2018100320,1657,N,力林傍亲
47,2018100321,1760,N,力林傍亲
48,2018100406,350,N,力林傍亲
49,2018100407,585,N,力林傍亲
50,2018100408,2017,N,力林傍亲
51,2018100409,2135,N,力林傍亲
52,2018100410,1579,N,力林傍亲
53,2018100411,1177,N,力林傍亲
54,2018100412,1308,N,力林傍亲
55,2018100413,2316,N,力林傍亲
56,2018100414,1330,N,力林傍亲
57,2018100415,1428,N,力林傍亲
58,2018100416,1703,N,力林傍亲
59,2018100417,2239,N,力林傍亲
60,2018100418,1411,N,力林傍亲
61,2018100419,1949,N,力林傍亲
62,2018100420,1805,N,力林傍亲
63,2018100421,1289,N,力林傍亲
64,2018100506,253,N,力林傍亲
65,2018100507,503,N,力林傍亲
66,2018100508,1932,N,力林傍亲
67,2018100509,2143,N,力林傍亲
68,2018100510,1745,N,力林傍亲
69,2018100511,1551,N,力林傍亲
70,2018100512,1394,N,力林傍亲
71,2018100513,2456,N,力林傍亲
72,2018100514,1680,N,力林傍亲
73,2018100515,1985,N,力林傍亲
74,2018100516,1994,N,力林傍亲
75,2018100517,2254,N,力林傍亲
76,2018100518,1676,N,力林傍亲
77,2018100519,1859,N,力林傍亲
78,2018100520,2291,N,力林傍亲
79,2018100521,1484,N,力林傍亲
80,2018100607,115,N,力林傍亲
81,2018100608,429,N,力林傍亲
82,2018100609,495,N,力林傍亲
83,2018100610,238,N,力林傍亲
84,2018100611,398,N,力林傍亲
85,2018100612,780,N,力林傍亲
86,2018100613,1534,N,力林傍亲
87,2018100614,496,N,力林傍亲
88,2018100615,937,N,力林傍亲
89,2018100616,1003,N,力林傍亲
90,2018100617,1385,N,力林傍亲
91,2018100618,862,N,力林傍亲
92,2018100619,1430,N,力林傍亲
93,2018100620,888,N,力林傍亲
94,2018100621,1005,N,力林傍亲
95,2018100622,189,N,力林傍亲
96,2018100706,264,N,力林傍亲
97,2018100707,512,N,力林傍亲
98,2018100708,2419,N,力林傍亲
99,2018100709,2470,N,力林傍亲
100,2018100710,1438,N,力林傍亲
101,2018100711,1754,N,力林傍亲
102,2018100712,1146,N,力林傍亲
103,2018100713,2049,N,力林傍亲
104,2018100714,1311,N,力林傍亲
105,2018100715,1178,N,力林傍亲
106,2018100716,1375,N,力林傍亲
107,2018100717,1444,N,力林傍亲
108,2018100718,910,N,力林傍亲
109,2018100719,1373,N,力林傍亲
110,2018100720,1153,N,力林傍亲
111,2018100721,1179,N,力林傍亲
112,2018100806,231,N,力林傍亲
113,2018100807,482,N,力林傍亲
114,2018100808,1887,N,力林傍亲
115,2018100809,1672,N,力林傍亲
116,2018100810,1157,N,力林傍亲
117,2018100811,1414,N,力林傍亲
118,2018100812,855,N,力林傍亲
119,2018100813,2043,N,力林傍亲
120,2018100814,933,N,力林傍亲
121,2018100815,1306,N,力林傍亲
122,2018100816,1295,N,力林傍亲
123,2018100817,1840,N,力林傍亲
124,2018100818,1034,N,力林傍亲
125,2018100819,1744,N,力林傍亲
126,2018100820,1861,N,力林傍亲
127,2018100821,1342,N,力林傍亲
128,2018100906,238,N,力林傍亲
129,2018100907,534,N,力林傍亲
130,2018100908,2130,N,力林傍亲
131,2018100909,2286,N,力林傍亲
132,2018100910,1721,N,力林傍亲
133,2018100911,2721,Y,力林傍亲
134,2018100912,1809,N,力林傍亲
135,2018100913,3307,Y,力林傍亲
136,2018100914,1736,N,力林傍亲
137,2018100915,2280,N,力林傍亲
138,2018100916,2874,Y,力林傍亲
139,2018100917,2476,N,力林傍亲
140,2018100918,1788,N,力林傍亲
141,2018100919,3059,Y,力林傍亲
142,2018100920,2998,Y,力林傍亲
143,2018100921,1735,N,力林傍亲
144,2018101006,522,N,力林傍亲
145,2018101007,778,N,力林傍亲
146,2018101008,3128,Y,力林傍亲
147,2018101009,2951,Y,力林傍亲
148,2018101010,1983,N,力林傍亲
149,2018101011,2320,N,力林傍亲
150,2018101012,1801,N,力林傍亲
151,2018101013,2782,Y,力林傍亲
152,2018101014,1750,N,力林傍亲
153,2018101015,2198,N,力林傍亲
154,2018101016,2145,N,力林傍亲
155,2018101017,2538,Y,力林傍亲
156,2018101018,1557,N,力林傍亲
157,2018101019,2243,N,力林傍亲
158,2018101020,2110,N,力林傍亲
159,2018101021,1787,N,力林傍亲
160,2018101106,329,N,力林傍亲
161,2018101107,553,N,力林傍亲
162,2018101108,2387,N,力林傍亲
163,2018101109,2482,N,力林傍亲
164,2018101110,1614,N,力林傍亲
165,2018101111,1397,N,力林傍亲
166,2018101112,1355,N,力林傍亲
167,2018101113,2450,N,力林傍亲
168,2018101114,1457,N,力林傍亲
169,2018101115,1774,N,力林傍亲
170,2018101116,2021,N,力林傍亲
171,2018101117,2591,Y,力林傍亲
172,2018101118,1454,N,力林傍亲
173,2018101119,2478,N,力林傍亲
174,2018101120,2457,N,力林傍亲
175,2018101121,1552,N,力林傍亲
176,2018101206,400,N,力林傍亲
177,2018101207,695,N,力林傍亲
178,2018101208,2807,Y,力林傍亲
179,2018101209,2910,Y,力林傍亲
180,2018101210,2080,N,力林傍亲
181,2018101211,2649,Y,力林傍亲
182,2018101212,1721,N,力林傍亲
183,2018101213,3147,Y,力林傍亲
184,2018101214,1995,N,力林傍亲
185,2018101215,2520,Y,力林傍亲
186,2018101216,2801,Y,力林傍亲
187,2018101217,2749,Y,力林傍亲
188,2018101218,2196,N,力林傍亲
189,2018101219,2511,Y,力林傍亲
190,2018101220,3131,Y,力林傍亲
191,2018101221,1829,N,力林傍亲
192,2018101306,547,N,力林傍亲
193,2018101307,737,N,力林傍亲
194,2018101308,3136,Y,力林傍亲
195,2018101309,3046,Y,力林傍亲
196,2018101310,2313,N,力林傍亲
197,2018101311,2752,Y,力林傍亲
198,2018101312,1886,N,力林傍亲
199,2018101313,3213,Y,力林傍亲
200,2018101314,1686,N,力林傍亲
201,2018101315,2303,N,力林傍亲
202,2018101316,2701,Y,力林傍亲
203,2018101317,2850,Y,力林傍亲
204,2018101318,1877,N,力林傍亲
205,2018101319,2864,Y,力林傍亲
206,2018101320,2947,Y,力林傍亲
207,2018101321,1794,N,力林傍亲
208,2018101406,453,N,力林傍亲
209,2018101407,608,N,力林傍亲
210,2018101408,2953,Y,力林傍亲
211,2018101409,3179,Y,力林傍亲
212,2018101410,2374,N,力林傍亲
213,2018101411,2650,Y,力林傍亲
214,2018101412,1908,N,力林傍亲
215,2018101413,3009,Y,力林傍亲
216,2018101414,2199,N,力林傍亲
217,2018101415,2177,N,力林傍亲
218,2018101416,2938,Y,力林傍亲
219,2018101417,2767,Y,力林傍亲
220,2018101418,1849,N,力林傍亲
221,2018101419,3103,Y,力林傍亲
222,2018101420,2912,Y,力林傍亲
223,2018101421,2031,N,力林傍亲
224,2018101506,544,N,力林傍亲
225,2018101507,738,N,力林傍亲
226,2018101508,2961,Y,力林傍亲
227,2018101509,3185,Y,力林傍亲
228,2018101510,1943,N,力林傍亲
229,2018101511,2491,N,力林傍亲
230,2018101512,1695,N,力林傍亲
231,2018101513,3379,Y,力林傍亲
232,2018101514,1720,N,力林傍亲
233,2018101515,2525,Y,力林傍亲
234,2018101516,2360,N,力林傍亲
235,2018101517,2961,Y,力林傍亲
236,2018101518,1848,N,力林傍亲
237,2018101519,2631,Y,力林傍亲
238,2018101520,2717,Y,力林傍亲
239,2018101521,1845,N,力林傍亲
240,2018101606,464,N,力林傍亲
241,2018101607,694,N,力林傍亲
242,2018101608,2417,N,力林傍亲
243,2018101609,2783,Y,力林傍亲
244,2018101610,1706,N,力林傍亲
245,2018101611,1814,N,力林傍亲
246,2018101612,1448,N,力林傍亲
247,2018101613,2864,Y,力林傍亲
248,2018101614,1510,N,力林傍亲
249,2018101615,1821,N,力林傍亲
250,2018101616,2381,N,力林傍亲
251,2018101617,2205,N,力林傍亲
252,2018101618,1464,N,力林傍亲
253,2018101619,2803,Y,力林傍亲
254,2018101620,2382,N,力林傍亲
255,2018101621,1505,N,力林傍亲
256,2018101706,321,N,力林傍亲
257,2018101707,638,N,力林傍亲
258,2018101708,2570,Y,力林傍亲
259,2018101709,2565,Y,力林傍亲
260,2018101710,1624,N,力林傍亲
261,2018101711,1576,N,力林傍亲
262,2018101712,1548,N,力林傍亲
263,2018101713,2773,Y,力林傍亲
264,2018101714,1738,N,力林傍亲
265,2018101715,2277,N,力林傍亲
266,2018101716,2478,N,力林傍亲
267,2018101717,2774,Y,力林傍亲
268,2018101718,1657,N,力林傍亲
269,2018101719,2385,N,力林傍亲
270,2018101720,2299,N,力林傍亲
271,2018101721,1863,N,力林傍亲
272,2018101806,419,N,力林傍亲
273,2018101807,711,N,力林傍亲
274,2018101808,2769,Y,力林傍亲
275,2018101809,2939,Y,力林傍亲
276,2018101810,1947,N,力林傍亲
277,2018101811,2399,N,力林傍亲
278,2018101812,2144,N,力林傍亲
279,2018101813,3119,Y,力林傍亲
280,2018101814,1743,N,力林傍亲
281,2018101815,2326,N,力林傍亲
282,2018101816,2556,Y,力林傍亲
283,2018101817,3036,Y,力林傍亲
284,2018101818,1809,N,力林傍亲
285,2018101819,2665,Y,力林傍亲
286,2018101820,3053,Y,力林傍亲
287,2018101821,1648,N,力林傍亲
288,2018101906,520,N,力林傍亲
289,2018101907,809,N,力林傍亲
290,2018101908,2971,Y,力林傍亲
291,2018101909,3036,Y,力林傍亲
292,2018101910,2214,N,力林傍亲
293,2018101911,2784,Y,力林傍亲
294,2018101912,1797,N,力林傍亲
295,2018101913,3319,Y,力林傍亲
296,2018101914,1994,N,力林傍亲
297,2018101915,2469,N,力林傍亲
298,2018101916,2797,Y,力林傍亲
299,2018101917,2791,Y,力林傍亲
300,2018101918,2185,N,力林傍亲
301,2018101919,2509,Y,力林傍亲
302,2018101920,3184,Y,力林傍亲
303,2018101921,1871,N,力林傍亲
304,2018102006,522,N,力林傍亲
305,2018102007,750,N,力林傍亲
306,2018102008,3137,Y,力林傍亲
307,2018102009,3093,Y,力林傍亲
308,2018102010,2459,N,力林傍亲
309,2018102011,2772,Y,力林傍亲
310,2018102012,1939,N,力林傍亲
311,2018102013,3249,Y,力林傍亲
312,2018102014,1731,N,力林傍亲
313,2018102015,2251,N,力林傍亲
314,2018102016,2775,Y,力林傍亲
315,2018102017,2823,Y,力林傍亲
316,2018102018,1908,N,力林傍亲
317,2018102019,2884,Y,力林傍亲
318,2018102020,3009,Y,力林傍亲
319,2018102021,1807,N,力林傍亲
320,2018102106,521,N,力林傍亲
321,2018102107,722,N,力林傍亲
322,2018102108,3059,Y,力林傍亲
323,2018102109,3176,Y,力林傍亲
324,2018102110,2397,N,力林傍亲
325,2018102111,2568,Y,力林傍亲
326,2018102112,1823,N,力林傍亲
327,2018102113,2940,Y,力林傍亲
328,2018102114,2136,N,力林傍亲
329,2018102115,2145,N,力林傍亲
330,2018102116,2916,Y,力林傍亲
331,2018102117,2525,Y,力林傍亲
332,2018102118,1814,N,力林傍亲
333,2018102119,2881,Y,力林傍亲
334,2018102120,2882,Y,力林傍亲
335,2018102121,2511,Y,力林傍亲
336,2018102206,537,N,力林傍亲
337,2018102207,945,N,力林傍亲
338,2018102208,2904,Y,力林傍亲
339,2018102209,3218,Y,力林傍亲
340,2018102210,2103,N,力林傍亲
341,2018102211,2558,Y,力林傍亲
342,2018102212,1734,N,力林傍亲
343,2018102213,3427,Y,力林傍亲
344,2018102214,1554,N,力林傍亲
345,2018102215,2532,Y,力林傍亲
346,2018102216,2396,N,力林傍亲
347,2018102217,2977,Y,力林傍亲
348,2018102218,1868,N,力林傍亲
349,2018102219,2632,Y,力林傍亲
350,2018102220,2865,Y,力林傍亲
351,2018102221,1878,N,力林傍亲
352,2018102306,542,N,力林傍亲
353,2018102307,725,N,力林傍亲
354,2018102308,2725,Y,力林傍亲
355,2018102309,2715,Y,力林傍亲
356,2018102310,1965,N,力林傍亲
357,2018102311,2705,Y,力林傍亲
358,2018102312,1714,N,力林傍亲
359,2018102313,3090,Y,力林傍亲
360,2018102314,1514,N,力林傍亲
361,2018102315,2200,N,力林傍亲
362,2018102316,2537,Y,力林傍亲
363,2018102317,2288,N,力林傍亲
364,2018102318,1423,N,力林傍亲
365,2018102319,2775,Y,力林傍亲
366,2018102320,2621,Y,力林傍亲
367,2018102321,1478,N,力林傍亲
368,2018102406,331,N,力林傍亲
369,2018102407,633,N,力林傍亲
370,2018102408,2418,N,力林傍亲
371,2018102409,2669,Y,力林傍亲
372,2018102410,1742,N,力林傍亲
373,2018102411,1843,N,力林傍亲
374,2018102412,1690,N,力林傍亲
375,2018102413,2451,N,力林傍亲
376,2018102414,1773,N,力林傍亲
377,2018102415,2431,N,力林傍亲
378,2018102416,2533,Y,力林傍亲
379,2018102417,2927,Y,力林傍亲
380,2018102418,1494,N,力林傍亲
381,2018102419,2397,N,力林傍亲
382,2018102420,2475,N,力林傍亲
383,2018102421,1857,N,力林傍亲
384,2018102506,389,N,力林傍亲
385,2018102507,679,N,力林傍亲
386,2018102508,2938,Y,力林傍亲
387,2018102509,2659,Y,力林傍亲
388,2018102510,2071,N,力林傍亲
389,2018102511,2316,N,力林傍亲
390,2018102512,2048,N,力林傍亲
391,2018102513,3040,Y,力林傍亲
392,2018102514,1551,N,力林傍亲
393,2018102515,2320,N,力林傍亲
394,2018102516,2528,Y,力林傍亲
395,2018102517,3043,Y,力林傍亲
396,2018102518,1484,N,力林傍亲
397,2018102519,2662,Y,力林傍亲
398,2018102520,3078,Y,力林傍亲
399,2018102521,1657,N,力林傍亲
400,2018102606,546,N,力林傍亲
401,2018102607,810,N,力林傍亲
402,2018102608,2854,Y,力林傍亲
403,2018102609,3122,Y,力林傍亲
404,2018102610,2247,N,力林傍亲
405,2018102611,2833,Y,力林傍亲
406,2018102612,1793,N,力林傍亲
407,2018102613,3028,Y,力林傍亲
408,2018102614,2071,N,力林傍亲
409,2018102615,2512,Y,力林傍亲
410,2018102616,2795,Y,力林傍亲
411,2018102617,2771,Y,力林傍亲
412,2018102618,1936,N,力林傍亲
413,2018102619,2509,Y,力林傍亲
414,2018102620,3257,Y,力林傍亲
415,2018102621,1875,N,力林傍亲
416,2018102706,533,N,力林傍亲
417,2018102707,788,N,力林傍亲
418,2018102708,3131,Y,力林傍亲
419,2018102709,2941,Y,力林傍亲
420,2018102710,2440,N,力林傍亲
421,2018102711,2801,Y,力林傍亲
422,2018102712,1943,N,力林傍亲
423,2018102713,3212,Y,力林傍亲
424,2018102714,1546,N,力林傍亲
425,2018102715,2278,N,力林傍亲
426,2018102716,2760,Y,力林傍亲
427,2018102717,2907,Y,力林傍亲
428,2018102718,1667,N,力林傍亲
429,2018102719,2906,Y,力林傍亲
430,2018102720,2997,Y,力林傍亲
431,2018102721,1805,N,力林傍亲
432,2018102806,352,N,力林傍亲
433,2018102807,1058,N,力林傍亲
434,2018102808,2556,Y,力林傍亲
435,2018102809,2953,Y,力林傍亲
436,2018102810,2304,N,力林傍亲
437,2018102811,2560,Y,力林傍亲
438,2018102812,1759,N,力林傍亲
439,2018102813,3037,Y,力林傍亲
440,2018102814,1401,N,力林傍亲
441,2018102815,2936,Y,力林傍亲
442,2018102816,3063,Y,力林傍亲
443,2018102817,2220,N,力林傍亲
444,2018102818,2752,Y,力林傍亲
445,2018102819,1424,N,力林傍亲
446,2018102820,3046,Y,力林傍亲
447,2018102821,1621,N,力林傍亲
448,2018102906,327,N,力林傍亲
449,2018102907,1108,N,力林傍亲
450,2018102908,2710,Y,力林傍亲
451,2018102909,2574,Y,力林傍亲
452,2018102910,1971,N,力林傍亲
453,2018102911,2676,Y,力林傍亲
454,2018102912,1780,N,力林傍亲
455,2018102913,2542,Y,力林傍亲
456,2018102914,1434,N,力林傍亲
457,2018102915,3021,Y,力林傍亲
458,2018102916,2821,Y,力林傍亲
459,2018102917,2253,N,力林傍亲
460,2018102918,2439,N,力林傍亲
461,2018102919,1800,N,力林傍亲
462,2018102920,2931,Y,力林傍亲
463,2018102921,1479,N,力林傍亲
464,2018103006,342,N,力林傍亲
465,2018103007,779,N,力林傍亲
466,2018103008,2468,N,力林傍亲
467,2018103009,2399,N,力林傍亲
468,2018103010,1726,N,力林傍亲
469,2018103011,2257,N,力林傍亲
470,2018103012,1820,N,力林傍亲
471,2018103013,2392,N,力林傍亲
472,2018103014,1292,N,力林傍亲
473,2018103015,2563,Y,力林傍亲
474,2018103016,2315,N,力林傍亲
475,2018103017,2098,N,力林傍亲
476,2018103018,2189,N,力林傍亲
477,2018103019,1387,N,力林傍亲
478,2018103020,2745,Y,力林傍亲
479,2018103021,1300,N,力林傍亲
480,2018103106,189,N,力林傍亲
481,2018103107,718,N,力林傍亲
482,2018103108,2319,N,力林傍亲
483,2018103109,2128,N,力林傍亲
484,2018103110,1610,N,力林傍亲
485,2018103111,1750,N,力林傍亲
486,2018103112,1451,N,力林傍亲
487,2018103113,2551,Y,力林傍亲
488,2018103114,1327,N,力林傍亲
489,2018103115,2659,Y,力林傍亲
490,2018103116,2913,Y,力林傍亲
491,2018103117,2177,N,力林傍亲
492,2018103118,2183,N,力林傍亲
493,2018103119,1675,N,力林傍亲
494,2018103120,2692,Y,力林傍亲
495,2018103121,1532,N,力林傍亲
496,2018110106,269,N,力林傍亲
497,2018110107,706,N,力林傍亲
498,2018110108,2267,N,力林傍亲
499,2018110109,2489,N,力林傍亲
500,2018110110,1683,N,力林傍亲
501,2018110111,1960,N,力林傍亲
502,2018110112,1786,N,力林傍亲
503,2018110113,2360,N,力林傍亲
504,2018110114,1289,N,力林傍亲
505,2018110115,2558,Y,力林傍亲
506,2018110116,2644,Y,力林傍亲
507,2018110117,1936,N,力林傍亲
508,2018110118,2120,N,力林傍亲
509,2018110119,1094,N,力林傍亲
510,2018110120,2387,N,力林傍亲
511,2018110121,1224,N,力林傍亲
512,2018110206,322,N,力林傍亲
513,2018110207,1082,N,力林傍亲
514,2018110208,2498,N,力林傍亲
515,2018110209,2389,N,力林傍亲
516,2018110210,2151,N,力林傍亲
517,2018110211,2543,Y,力林傍亲
518,2018110212,1873,N,力林傍亲
519,2018110213,2638,Y,力林傍亲
520,2018110214,1354,N,力林傍亲
521,2018110215,2942,Y,力林傍亲
522,2018110216,2959,Y,力林傍亲
523,2018110217,2243,N,力林傍亲
524,2018110218,2261,N,力林傍亲
525,2018110219,1641,N,力林傍亲
526,2018110220,3248,Y,力林傍亲
527,2018110221,1566,N,力林傍亲
528,2018110306,345,N,力林傍亲
529,2018110307,922,N,力林傍亲
530,2018110308,2768,Y,力林傍亲
531,2018110309,2701,Y,力林傍亲
532,2018110310,2093,N,力林傍亲
533,2018110311,2451,N,力林傍亲
534,2018110312,1979,N,力林傍亲
535,2018110313,2735,Y,力林傍亲
536,2018110314,1422,N,力林傍亲
537,2018110315,2984,Y,力林傍亲
538,2018110316,2695,Y,力林傍亲
539,2018110317,2238,N,力林傍亲
540,2018110318,2446,N,力林傍亲
541,2018110319,1678,N,力林傍亲
542,2018110320,2829,Y,力林傍亲
543,2018110321,1652,N,力林傍亲
544,2018110406,342,N,力林傍亲
545,2018110407,1104,N,力林傍亲
546,2018110408,2672,Y,力林傍亲
547,2018110409,2812,Y,力林傍亲
548,2018110410,2312,N,力林傍亲
549,2018110411,2528,Y,力林傍亲
550,2018110412,1764,N,力林傍亲
551,2018110413,3057,Y,力林傍亲
552,2018110414,1401,N,力林傍亲
553,2018110415,2946,Y,力林傍亲
554,2018110416,3057,Y,力林傍亲
555,2018110417,2231,N,力林傍亲
556,2018110418,2764,Y,力林傍亲
557,2018110419,1436,N,力林傍亲
558,2018110420,3005,Y,力林傍亲
559,2018110421,1608,N,力林傍亲
560,2018110506,345,N,力林傍亲
561,2018110507,1118,N,力林傍亲
562,2018110508,2651,Y,力林傍亲
563,2018110509,2556,Y,力林傍亲
564,2018110510,1961,N,力林傍亲
565,2018110511,2526,Y,力林傍亲
566,2018110512,1801,N,力林傍亲
567,2018110513,2579,Y,力林傍亲
568,2018110514,1392,N,力林傍亲
569,2018110515,2933,Y,力林傍亲
570,2018110516,2857,Y,力林傍亲
571,2018110517,2249,N,力林傍亲
572,2018110518,2462,N,力林傍亲
573,2018110519,1823,N,力林傍亲
574,2018110520,2929,Y,力林傍亲
575,2018110521,1473,N,力林傍亲
576,2018110606,347,N,力林傍亲
577,2018110607,786,N,力林傍亲
578,2018110608,2272,N,力林傍亲
579,2018110609,2474,N,力林傍亲
580,2018110610,1747,N,力林傍亲
581,2018110611,2091,N,力林傍亲
582,2018110612,1799,N,力林傍亲
583,2018110613,2404,N,力林傍亲
584,2018110614,1288,N,力林傍亲
585,2018110615,2598,Y,力林傍亲
586,2018110616,2086,N,力林傍亲
587,2018110617,2088,N,力林傍亲
588,2018110618,2122,N,力林傍亲
589,2018110619,1295,N,力林傍亲
590,2018110620,2671,Y,力林傍亲
591,2018110621,1261,N,力林傍亲
592,2018110706,213,N,力林傍亲
593,2018110707,767,N,力林傍亲
594,2018110708,2080,N,力林傍亲
595,2018110709,1952,N,力林傍亲
596,2018110710,1597,N,力林傍亲
597,2018110711,1630,N,力林傍亲
598,2018110712,1366,N,力林傍亲
599,2018110713,2406,N,力林傍亲
600,2018110714,1211,N,力林傍亲
601,2018110715,2385,N,力林傍亲
602,2018110716,2777,Y,力林傍亲
603,2018110717,2162,N,力林傍亲
604,2018110718,2058,N,力林傍亲
605,2018110719,1667,N,力林傍亲
606,2018110720,2587,Y,力林傍亲
607,2018110721,1438,N,力林傍亲
608,2018110806,223,N,力林傍亲
609,2018110807,685,N,力林傍亲
610,2018110808,2138,N,力林傍亲
611,2018110809,2404,N,力林傍亲
612,2018110810,1664,N,力林傍亲
613,2018110811,2011,N,力林傍亲
614,2018110812,1860,N,力林傍亲
615,2018110813,2410,N,力林傍亲
616,2018110814,1303,N,力林傍亲
617,2018110815,2853,Y,力林傍亲
618,2018110816,2689,Y,力林傍亲
619,2018110817,2117,N,力林傍亲
620,2018110818,2116,N,力林傍亲
621,2018110819,1402,N,力林傍亲
622,2018110820,2669,Y,力林傍亲
623,2018110821,1282,N,力林傍亲
624,2018110906,220,N,力林傍亲
625,2018110907,913,N,力林傍亲
626,2018110908,2482,N,力林傍亲
627,2018110909,2247,N,力林傍亲
628,2018110910,2136,N,力林傍亲
629,2018110911,2433,N,力林傍亲
630,2018110912,1836,N,力林傍亲
631,2018110913,2593,Y,力林傍亲
632,2018110914,1378,N,力林傍亲
633,2018110915,2939,Y,力林傍亲
634,2018110916,2909,Y,力林傍亲
635,2018110917,2246,N,力林傍亲
636,2018110918,2300,N,力林傍亲
637,2018110919,1626,N,力林傍亲
638,2018110920,3110,Y,力林傍亲
639,2018110921,1590,N,力林傍亲
640,2018111006,342,N,力林傍亲
641,2018111007,876,N,力林傍亲
642,2018111008,2812,Y,力林傍亲
643,2018111009,2669,Y,力林傍亲
644,2018111010,1999,N,力林傍亲
645,2018111011,2337,N,力林傍亲
646,2018111012,1947,N,力林傍亲
647,2018111013,2498,N,力林傍亲
648,2018111014,1333,N,力林傍亲
649,2018111015,2810,Y,力林傍亲
650,2018111016,2562,Y,力林傍亲
651,2018111017,2167,N,力林傍亲
652,2018111018,2267,N,力林傍亲
653,2018111019,1561,N,力林傍亲
654,2018111020,2545,Y,力林傍亲
655,2018111021,1569,N,力林傍亲
656,2018111106,273,N,力林傍亲
657,2018111107,920,N,力林傍亲
658,2018111108,2479,N,力林傍亲
659,2018111109,2683,Y,力林傍亲
660,2018111110,2170,N,力林傍亲
661,2018111111,2429,N,力林傍亲
662,2018111112,1764,N,力林傍亲
663,2018111113,2997,Y,力林傍亲
664,2018111114,1341,N,力林傍亲
665,2018111115,2945,Y,力林傍亲
666,2018111116,3030,Y,力林傍亲
667,2018111117,2230,N,力林傍亲
668,2018111118,2884,Y,力林傍亲
669,2018111119,1585,N,力林傍亲
670,2018111120,2874,Y,力林傍亲
671,2018111121,1594,N,力林傍亲
672,2018111206,324,N,力林傍亲
673,2018111207,1106,N,力林傍亲
674,2018111208,2425,N,力林傍亲
675,2018111209,2399,N,力林傍亲
676,2018111210,1908,N,力林傍亲
677,2018111211,2400,N,力林傍亲
678,2018111212,1702,N,力林傍亲
679,2018111213,2389,N,力林傍亲
680,2018111214,1312,N,力林傍亲
681,2018111215,2850,Y,力林傍亲
682,2018111216,2604,Y,力林傍亲
683,2018111217,2187,N,力林傍亲
684,2018111218,2350,N,力林傍亲
685,2018111219,1747,N,力林傍亲
686,2018111220,2577,Y,力林傍亲
687,2018111221,1385,N,力林傍亲
688,2018111306,283,N,力林傍亲
689,2018111307,797,N,力林傍亲
690,2018111308,1942,N,力林傍亲
691,2018111309,2331,N,力林傍亲
692,2018111310,2152,N,力林傍亲
693,2018111311,2113,N,力林傍亲
694,2018111312,1699,N,力林傍亲
695,2018111313,2368,N,力林傍亲
696,2018111314,1241,N,力林傍亲
697,2018111315,2658,Y,力林傍亲
698,2018111316,2206,N,力林傍亲
699,2018111317,2212,N,力林傍亲
700,2018111318,1895,N,力林傍亲
701,2018111319,1424,N,力林傍亲
702,2018111320,2747,Y,力林傍亲
703,2018111321,1317,N,力林傍亲
704,2018111406,204,N,力林傍亲
705,2018111407,590,N,力林傍亲
706,2018111408,1904,N,力林傍亲
707,2018111409,1608,N,力林傍亲
708,2018111410,1507,N,力林傍亲
709,2018111411,1585,N,力林傍亲
710,2018111412,1273,N,力林傍亲
711,2018111413,2313,N,力林傍亲
712,2018111414,1274,N,力林傍亲
713,2018111415,2424,N,力林傍亲
714,2018111416,2751,Y,力林傍亲
715,2018111417,2085,N,力林傍亲
716,2018111418,1947,N,力林傍亲
717,2018111419,1576,N,力林傍亲
718,2018111420,2527,Y,力林傍亲
719,2018111421,1400,N,力林傍亲
720,2018111506,176,N,力林傍亲
721,2018111507,599,N,力林傍亲
722,2018111508,2077,N,力林傍亲
723,2018111509,2259,N,力林傍亲
724,2018111510,1629,N,力林傍亲
725,2018111511,1661,N,力林傍亲
726,2018111512,1545,N,力林傍亲
727,2018111513,2009,N,力林傍亲
728,2018111514,1068,N,力林傍亲
729,2018111515,2699,Y,力林傍亲
