,TM,cju_people,cju_congest,Origin
3031,2019040813,2750,Y,力林傍亲
3032,2019040814,1681,N,力林傍亲
3033,2019040815,2468,N,力林傍亲
3034,2019040816,2241,N,力林傍亲
3035,2019040817,3528,Y,力林傍亲
3036,2019040818,1678,N,力林傍亲
3037,2019040819,2588,Y,力林傍亲
3038,2019040820,2461,N,力林傍亲
3039,2019040821,1905,N,力林傍亲
3040,2019040906,386,N,力林傍亲
3041,2019040907,630,N,力林傍亲
3042,2019040908,2622,Y,力林傍亲
3043,2019040909,1824,N,力林傍亲
3044,2019040910,1965,N,力林傍亲
3045,2019040911,1993,N,力林傍亲
3046,2019040912,1631,N,力林傍亲
3047,2019040913,2510,Y,力林傍亲
3048,2019040914,1382,N,力林傍亲
3049,2019040915,1803,N,力林傍亲
3050,2019040916,2175,N,力林傍亲
3051,2019040917,2518,Y,力林傍亲
3052,2019040918,1191,N,力林傍亲
3053,2019040919,2501,Y,力林傍亲
3054,2019040920,2069,N,力林傍亲
3055,2019040921,1504,N,力林傍亲
3056,2019041006,281,N,力林傍亲
3057,2019041007,417,N,力林傍亲
3058,2019041008,2596,Y,力林傍亲
3059,2019041009,2227,N,力林傍亲
3060,2019041010,1702,N,力林傍亲
3061,2019041011,1933,N,力林傍亲
3062,2019041012,1789,N,力林傍亲
3063,2019041013,2319,N,力林傍亲
3064,2019041014,1614,N,力林傍亲
3065,2019041015,2317,N,力林傍亲
3066,2019041016,2127,N,力林傍亲
3067,2019041017,2806,Y,力林傍亲
3068,2019041018,1431,N,力林傍亲
3069,2019041019,2168,N,力林傍亲
3070,2019041020,2082,N,力林傍亲
3071,2019041021,1894,N,力林傍亲
3072,2019041106,252,N,力林傍亲
3073,2019041107,505,N,力林傍亲
3074,2019041108,2414,N,力林傍亲
3075,2019041109,2198,N,力林傍亲
3076,2019041110,1609,N,力林傍亲
3077,2019041111,1996,N,力林傍亲
3078,2019041112,1903,N,力林傍亲
3079,2019041113,2756,Y,力林傍亲
3080,2019041114,1530,N,力林傍亲
3081,2019041115,1964,N,力林傍亲
3082,2019041116,1884,N,力林傍亲
3083,2019041117,2883,Y,力林傍亲
3084,2019041118,1278,N,力林傍亲
3085,2019041119,2356,N,力林傍亲
3086,2019041120,2196,N,力林傍亲
3087,2019041121,1657,N,力林傍亲
3088,2019041206,295,N,力林傍亲
3089,2019041207,547,N,力林傍亲
3090,2019041208,3036,Y,力林傍亲
3091,2019041209,2488,N,力林傍亲
3092,2019041210,1862,N,力林傍亲
3093,2019041211,2103,N,力林傍亲
3094,2019041212,2072,N,力林傍亲
3095,2019041213,2886,Y,力林傍亲
3096,2019041214,2009,N,力林傍亲
3097,2019041215,2447,N,力林傍亲
3098,2019041216,2882,Y,力林傍亲
3099,2019041217,3225,Y,力林傍亲
3100,2019041218,1663,N,力林傍亲
3101,2019041219,2526,Y,力林傍亲
3102,2019041220,2676,Y,力林傍亲
3103,2019041221,1943,N,力林傍亲
3104,2019041306,314,N,力林傍亲
3105,2019041307,953,N,力林傍亲
3106,2019041308,2627,Y,力林傍亲
3107,2019041309,2893,Y,力林傍亲
3108,2019041310,2039,N,力林傍亲
3109,2019041311,2190,N,力林傍亲
3110,2019041312,1819,N,力林傍亲
3111,2019041313,3031,Y,力林傍亲
3112,2019041314,1575,N,力林傍亲
3113,2019041315,1968,N,力林傍亲
3114,2019041316,2287,N,力林傍亲
3115,2019041317,3084,Y,力林傍亲
3116,2019041318,2139,N,力林傍亲
3117,2019041319,3008,Y,力林傍亲
3118,2019041320,2616,Y,力林傍亲
3119,2019041321,2157,N,力林傍亲
3120,2019041406,198,N,力林傍亲
3121,2019041407,638,N,力林傍亲
3122,2019041408,3470,Y,力林傍亲
3123,2019041409,2968,Y,力林傍亲
3124,2019041410,2222,N,力林傍亲
3125,2019041411,2101,N,力林傍亲
3126,2019041412,2342,N,力林傍亲
3127,2019041413,2950,Y,力林傍亲
3128,2019041414,2031,N,力林傍亲
3129,2019041415,1967,N,力林傍亲
3130,2019041416,2996,Y,力林傍亲
3131,2019041417,3070,Y,力林傍亲
3132,2019041418,1594,N,力林傍亲
3133,2019041419,3030,Y,力林傍亲
3134,2019041420,2551,Y,力林傍亲
3135,2019041421,2234,N,力林傍亲
3136,2019041506,395,N,力林傍亲
3137,2019041507,867,N,力林傍亲
3138,2019041508,3285,Y,力林傍亲
3139,2019041509,2354,N,力林傍亲
3140,2019041510,1982,N,力林傍亲
3141,2019041511,2125,N,力林傍亲
3142,2019041512,2099,N,力林傍亲
3143,2019041513,2901,Y,力林傍亲
3144,2019041514,1748,N,力林傍亲
3145,2019041515,2471,N,力林傍亲
3146,2019041516,2259,N,力林傍亲
3147,2019041517,3624,Y,力林傍亲
3148,2019041518,1677,N,力林傍亲
3149,2019041519,2643,Y,力林傍亲
3150,2019041520,2651,Y,力林傍亲
3151,2019041521,2026,N,力林傍亲
3152,2019041606,395,N,力林傍亲
3153,2019041607,743,N,力林傍亲
3154,2019041608,2826,Y,力林傍亲
3155,2019041609,2228,N,力林傍亲
3156,2019041610,1827,N,力林傍亲
3157,2019041611,1995,N,力林傍亲
3158,2019041612,1838,N,力林傍亲
3159,2019041613,2747,Y,力林傍亲
3160,2019041614,1544,N,力林傍亲
3161,2019041615,1946,N,力林傍亲
3162,2019041616,2138,N,力林傍亲
3163,2019041617,2661,Y,力林傍亲
3164,2019041618,1236,N,力林傍亲
3165,2019041619,2748,Y,力林傍亲
3166,2019041620,2212,N,力林傍亲
3167,2019041621,1563,N,力林傍亲
3168,2019041706,330,N,力林傍亲
3169,2019041707,465,N,力林傍亲
3170,2019041708,2116,N,力林傍亲
3171,2019041709,1988,N,力林傍亲
3172,2019041710,1582,N,力林傍亲
3173,2019041711,1735,N,力林傍亲
3174,2019041712,1782,N,力林傍亲
3175,2019041713,2184,N,力林傍亲
3176,2019041714,1620,N,力林傍亲
3177,2019041715,2265,N,力林傍亲
3178,2019041716,2253,N,力林傍亲
3179,2019041717,2722,Y,力林傍亲
3180,2019041718,1424,N,力林傍亲
3181,2019041719,1893,N,力林傍亲
3182,2019041720,1823,N,力林傍亲
3183,2019041721,1974,N,力林傍亲
3184,2019041806,290,N,力林傍亲
3185,2019041807,553,N,力林傍亲
3186,2019041808,2453,N,力林傍亲
3187,2019041809,2103,N,力林傍亲
3188,2019041810,1697,N,力林傍亲
3189,2019041811,1875,N,力林傍亲
3190,2019041812,1993,N,力林傍亲
3191,2019041813,2692,Y,力林傍亲
3192,2019041814,1284,N,力林傍亲
3193,2019041815,1909,N,力林傍亲
3194,2019041816,2018,N,力林傍亲
3195,2019041817,2694,Y,力林傍亲
3196,2019041818,1404,N,力林傍亲
3197,2019041819,2390,N,力林傍亲
3198,2019041820,2253,N,力林傍亲
3199,2019041821,1704,N,力林傍亲
3200,2019041906,225,N,力林傍亲
3201,2019041907,537,N,力林傍亲
3202,2019041908,2827,Y,力林傍亲
3203,2019041909,2466,N,力林傍亲
3204,2019041910,1823,N,力林傍亲
3205,2019041911,2079,N,力林傍亲
3206,2019041912,1974,N,力林傍亲
3207,2019041913,2680,Y,力林傍亲
3208,2019041914,1892,N,力林傍亲
3209,2019041915,2431,N,力林傍亲
3210,2019041916,2726,Y,力林傍亲
3211,2019041917,3071,Y,力林傍亲
3212,2019041918,1619,N,力林傍亲
3213,2019041919,2457,N,力林傍亲
3214,2019041920,2407,N,力林傍亲
3215,2019041921,2003,N,力林傍亲
3216,2019042006,376,N,力林傍亲
3217,2019042007,937,N,力林傍亲
3218,2019042008,3129,Y,力林傍亲
3219,2019042009,2547,Y,力林傍亲
3220,2019042010,2041,N,力林傍亲
3221,2019042011,2127,N,力林傍亲
3222,2019042012,1907,N,力林傍亲
3223,2019042013,3037,Y,力林傍亲
3224,2019042014,1566,N,力林傍亲
3225,2019042015,1940,N,力林傍亲
3226,2019042016,2277,N,力林傍亲
3227,2019042017,3067,Y,力林傍亲
3228,2019042018,1820,N,力林傍亲
3229,2019042019,2805,Y,力林傍亲
3230,2019042020,2365,N,力林傍亲
3231,2019042021,2008,N,力林傍亲
3232,2019042106,193,N,力林傍亲
3233,2019042107,549,N,力林傍亲
3234,2019042108,3029,Y,力林傍亲
3235,2019042109,2907,Y,力林傍亲
3236,2019042110,2237,N,力林傍亲
3237,2019042111,2134,N,力林傍亲
3238,2019042112,2366,N,力林傍亲
3239,2019042113,2981,Y,力林傍亲
3240,2019042114,2088,N,力林傍亲
3241,2019042115,1994,N,力林傍亲
3242,2019042116,3026,Y,力林傍亲
3243,2019042117,3114,Y,力林傍亲
3244,2019042118,1605,N,力林傍亲
3245,2019042119,2899,Y,力林傍亲
3246,2019042120,2589,Y,力林傍亲
3247,2019042121,2226,N,力林傍亲
3248,2019042206,400,N,力林傍亲
3249,2019042207,875,N,力林傍亲
3250,2019042208,3387,Y,力林傍亲
3251,2019042209,2653,Y,力林傍亲
3252,2019042210,1948,N,力林傍亲
3253,2019042211,2092,N,力林傍亲
3254,2019042212,1974,N,力林傍亲
3255,2019042213,2863,Y,力林傍亲
3256,2019042214,1748,N,力林傍亲
3257,2019042215,2473,N,力林傍亲
3258,2019042216,2475,N,力林傍亲
3259,2019042217,3703,Y,力林傍亲
3260,2019042218,1677,N,力林傍亲
3261,2019042219,2672,Y,力林傍亲
3262,2019042220,2600,Y,力林傍亲
3263,2019042221,1887,N,力林傍亲
3264,2019042306,395,N,力林傍亲
3265,2019042307,697,N,力林傍亲
3266,2019042308,2853,Y,力林傍亲
3267,2019042309,2111,N,力林傍亲
3268,2019042310,2002,N,力林傍亲
3269,2019042311,1926,N,力林傍亲
3270,2019042312,1780,N,力林傍亲
3271,2019042313,2696,Y,力林傍亲
3272,2019042314,1439,N,力林傍亲
3273,2019042315,1870,N,力林傍亲
3274,2019042316,2091,N,力林傍亲
3275,2019042317,2546,Y,力林傍亲
3276,2019042318,1187,N,力林傍亲
3277,2019042319,2742,Y,力林傍亲
3278,2019042320,2132,N,力林傍亲
3279,2019042321,1464,N,力林傍亲
3280,2019042406,305,N,力林傍亲
3281,2019042407,474,N,力林傍亲
3282,2019042408,2407,N,力林傍亲
3283,2019042409,1959,N,力林傍亲
3284,2019042410,1601,N,力林傍亲
3285,2019042411,1688,N,力林傍亲
3286,2019042412,1759,N,力林傍亲
3287,2019042413,2362,N,力林傍亲
3288,2019042414,1644,N,力林傍亲
3289,2019042415,2132,N,力林傍亲
3290,2019042416,1965,N,力林傍亲
3291,2019042417,2694,Y,力林傍亲
3292,2019042418,1292,N,力林傍亲
3293,2019042419,1868,N,力林傍亲
3294,2019042420,1938,N,力林傍亲
3295,2019042421,1921,N,力林傍亲
3296,2019042506,193,N,力林傍亲
3297,2019042507,616,N,力林傍亲
3298,2019042508,2619,Y,力林傍亲
3299,2019042509,2303,N,力林傍亲
3300,2019042510,1772,N,力林傍亲
3301,2019042511,1978,N,力林傍亲
3302,2019042512,1940,N,力林傍亲
3303,2019042513,2830,Y,力林傍亲
3304,2019042514,1606,N,力林傍亲
3305,2019042515,2110,N,力林傍亲
3306,2019042516,2249,N,力林傍亲
3307,2019042517,2925,Y,力林傍亲
3308,2019042518,1522,N,力林傍亲
3309,2019042519,2559,Y,力林傍亲
3310,2019042520,2427,N,力林傍亲
3311,2019042521,1773,N,力林傍亲
3312,2019042606,344,N,力林傍亲
3313,2019042607,615,N,力林傍亲
3314,2019042608,3268,Y,力林傍亲
3315,2019042609,2681,Y,力林傍亲
3316,2019042610,2129,N,力林傍亲
3317,2019042611,2222,N,力林傍亲
3318,2019042612,2160,N,力林傍亲
3319,2019042613,2868,Y,力林傍亲
3320,2019042614,2033,N,力林傍亲
3321,2019042615,2305,N,力林傍亲
3322,2019042616,3056,Y,力林傍亲
3323,2019042617,3182,Y,力林傍亲
3324,2019042618,1659,N,力林傍亲
3325,2019042619,2597,Y,力林傍亲
3326,2019042620,2857,Y,力林傍亲
3327,2019042621,1958,N,力林傍亲
3328,2019042706,389,N,力林傍亲
3329,2019042707,1022,N,力林傍亲
3330,2019042708,2506,Y,力林傍亲
3331,2019042709,2089,N,力林傍亲
3332,2019042710,1988,N,力林傍亲
3333,2019042711,2006,N,力林傍亲
3334,2019042712,1721,N,力林傍亲
3335,2019042713,2877,Y,力林傍亲
3336,2019042714,1290,N,力林傍亲
3337,2019042715,2137,N,力林傍亲
3338,2019042716,2155,N,力林傍亲
3339,2019042717,2927,Y,力林傍亲
3340,2019042718,1476,N,力林傍亲
3341,2019042719,2841,Y,力林傍亲
3342,2019042720,2419,N,力林傍亲
3343,2019042721,1586,N,力林傍亲
3344,2019042806,333,N,力林傍亲
3345,2019042807,551,N,力林傍亲
3346,2019042808,3155,Y,力林傍亲
3347,2019042809,2823,Y,力林傍亲
3348,2019042810,2403,N,力林傍亲
3349,2019042811,2100,N,力林傍亲
3350,2019042812,2339,N,力林傍亲
3351,2019042813,2955,Y,力林傍亲
3352,2019042814,2217,N,力林傍亲
3353,2019042815,1961,N,力林傍亲
3354,2019042816,3009,Y,力林傍亲
3355,2019042817,2899,Y,力林傍亲
3356,2019042818,1552,N,力林傍亲
3357,2019042819,3046,Y,力林傍亲
3358,2019042820,2594,Y,力林傍亲
3359,2019042821,2213,N,力林傍亲
3360,2019042906,519,N,力林傍亲
3361,2019042907,828,N,力林傍亲
3362,2019042908,3304,Y,力林傍亲
3363,2019042909,2555,Y,力林傍亲
3364,2019042910,1992,N,力林傍亲
3365,2019042911,2029,N,力林傍亲
3366,2019042912,2007,N,力林傍亲
3367,2019042913,2848,Y,力林傍亲
3368,2019042914,1749,N,力林傍亲
3369,2019042915,2444,N,力林傍亲
3370,2019042916,2417,N,力林傍亲
3371,2019042917,3501,Y,力林傍亲
3372,2019042918,1649,N,力林傍亲
3373,2019042919,2747,Y,力林傍亲
3374,2019042920,2617,Y,力林傍亲
3375,2019042921,1924,N,力林傍亲
3376,2019043006,412,N,力林傍亲
3377,2019043007,690,N,力林傍亲
3378,2019043008,2493,N,力林傍亲
3379,2019043009,2201,N,力林傍亲
3380,2019043010,1779,N,力林傍亲
3381,2019043011,1976,N,力林傍亲
3382,2019043012,1786,N,力林傍亲
3383,2019043013,2618,Y,力林傍亲
3384,2019043014,1499,N,力林傍亲
3385,2019043015,1987,N,力林傍亲
3386,2019043016,2413,N,力林傍亲
3387,2019043017,2581,Y,力林傍亲
3388,2019043018,1274,N,力林傍亲
3389,2019043019,2906,Y,力林傍亲
3390,2019043020,2322,N,力林傍亲
3391,2019043021,1524,N,力林傍亲
3392,2019050106,164,N,力林傍亲
3393,2019050107,545,N,力林傍亲
3394,2019050108,2666,Y,力林傍亲
3395,2019050109,2076,N,力林傍亲
3396,2019050110,1716,N,力林傍亲
3397,2019050111,1878,N,力林傍亲
3398,2019050112,1985,N,力林傍亲
3399,2019050113,2488,N,力林傍亲
3400,2019050114,1821,N,力林傍亲
3401,2019050115,2386,N,力林傍亲
3402,2019050116,2422,N,力林傍亲
3403,2019050117,3242,Y,力林傍亲
3404,2019050118,1514,N,力林傍亲
3405,2019050119,2240,N,力林傍亲
3406,2019050120,2200,N,力林傍亲
3407,2019050121,1996,N,力林傍亲
3408,2019050206,360,N,力林傍亲
3409,2019050207,646,N,力林傍亲
3410,2019050208,2688,Y,力林傍亲
3411,2019050209,2187,N,力林傍亲
3412,2019050210,1727,N,力林傍亲
3413,2019050211,1778,N,力林傍亲
3414,2019050212,1923,N,力林傍亲
3415,2019050213,2810,Y,力林傍亲
3416,2019050214,1521,N,力林傍亲
3417,2019050215,1886,N,力林傍亲
3418,2019050216,2021,N,力林傍亲
3419,2019050217,2797,Y,力林傍亲
3420,2019050218,1364,N,力林傍亲
3421,2019050219,2293,N,力林傍亲
3422,2019050220,2261,N,力林傍亲
3423,2019050221,1692,N,力林傍亲
3424,2019050306,344,N,力林傍亲
3425,2019050307,566,N,力林傍亲
3426,2019050308,3159,Y,力林傍亲
3427,2019050309,2561,Y,力林傍亲
3428,2019050310,2080,N,力林傍亲
3429,2019050311,2136,N,力林傍亲
3430,2019050312,2119,N,力林傍亲
3431,2019050313,2773,Y,力林傍亲
3432,2019050314,2058,N,力林傍亲
3433,2019050315,2475,N,力林傍亲
3434,2019050316,2867,Y,力林傍亲
3435,2019050317,3307,Y,力林傍亲
3436,2019050318,1585,N,力林傍亲
3437,2019050319,2636,Y,力林傍亲
3438,2019050320,2715,Y,力林傍亲
3439,2019050321,2060,N,力林傍亲
3440,2019050322,200,N,力林傍亲
3441,2019050406,505,N,力林傍亲
3442,2019050407,1060,N,力林傍亲
3443,2019050408,3297,Y,力林傍亲
3444,2019050409,2656,Y,力林傍亲
3445,2019050410,2249,N,力林傍亲
3446,2019050411,2334,N,力林傍亲
3447,2019050412,2063,N,力林傍亲
3448,2019050413,3306,Y,力林傍亲
3449,2019050414,1706,N,力林傍亲
3450,2019050415,2269,N,力林傍亲
3451,2019050416,2539,Y,力林傍亲
3452,2019050417,3104,Y,力林傍亲
3453,2019050418,1970,N,力林傍亲
3454,2019050419,2912,Y,力林傍亲
3455,2019050420,2526,Y,力林傍亲
3456,2019050421,2001,N,力林傍亲
3457,2019050506,300,N,力林傍亲
3458,2019050507,494,N,力林傍亲
3459,2019050508,3020,Y,力林傍亲
3460,2019050509,2520,Y,力林傍亲
3461,2019050510,2321,N,力林傍亲
3462,2019050511,2130,N,力林傍亲
3463,2019050512,2367,N,力林傍亲
3464,2019050513,3284,Y,力林傍亲
3465,2019050514,2354,N,力林傍亲
3466,2019050515,1990,N,力林傍亲
3467,2019050516,3023,Y,力林傍亲
3468,2019050517,3062,Y,力林傍亲
3469,2019050518,1611,N,力林傍亲
3470,2019050519,3053,Y,力林傍亲
3471,2019050520,2809,Y,力林傍亲
3472,2019050521,2208,N,力林傍亲
3473,2019050606,566,N,力林傍亲
3474,2019050607,886,N,力林傍亲
3475,2019050608,3426,Y,力林傍亲
3476,2019050609,2945,Y,力林傍亲
3477,2019050610,2291,N,力林傍亲
3478,2019050611,2471,N,力林傍亲
3479,2019050612,2169,N,力林傍亲
3480,2019050613,3407,Y,力林傍亲
3481,2019050614,1758,N,力林傍亲
3482,2019050615,2528,Y,力林傍亲
3483,2019050616,2438,N,力林傍亲
3484,2019050617,3642,Y,力林傍亲
3485,2019050618,1707,N,力林傍亲
3486,2019050619,2800,Y,力林傍亲
3487,2019050620,2891,Y,力林傍亲
3488,2019050621,2043,N,力林傍亲
3489,2019050706,524,N,力林傍亲
3490,2019050707,838,N,力林傍亲
3491,2019050708,3372,Y,力林傍亲
3492,2019050709,2733,Y,力林傍亲
3493,2019050710,2273,N,力林傍亲
3494,2019050711,2254,N,力林傍亲
3495,2019050712,2089,N,力林傍亲
3496,2019050713,3106,Y,力林傍亲
3497,2019050714,1759,N,力林傍亲
3498,2019050715,2288,N,力林傍亲
3499,2019050716,2543,Y,力林傍亲
3500,2019050717,3056,Y,力林傍亲
3501,2019050718,1376,N,力林傍亲
3502,2019050719,2945,Y,力林傍亲
3503,2019050720,2287,N,力林傍亲
3504,2019050721,1641,N,力林傍亲
3505,2019050806,506,N,力林傍亲
3506,2019050807,707,N,力林傍亲
3507,2019050808,3345,Y,力林傍亲
3508,2019050809,2565,Y,力林傍亲
3509,2019050810,1906,N,力林傍亲
3510,2019050811,1863,N,力林傍亲
3511,2019050812,2053,N,力林傍亲
3512,2019050813,2517,Y,力林傍亲
3513,2019050814,1567,N,力林傍亲
3514,2019050815,2206,N,力林傍亲
3515,2019050816,1824,N,力林傍亲
3516,2019050817,2363,N,力林傍亲
3517,2019050818,1256,N,力林傍亲
3518,2019050819,1594,N,力林傍亲
3519,2019050820,1407,N,力林傍亲
3520,2019050821,1785,N,力林傍亲
3521,2019050906,345,N,力林傍亲
3522,2019050907,466,N,力林傍亲
3523,2019050908,2097,N,力林傍亲
3524,2019050909,1904,N,力林傍亲
3525,2019050910,1687,N,力林傍亲
3526,2019050911,1670,N,力林傍亲
3527,2019050912,1615,N,力林傍亲
3528,2019050913,2248,N,力林傍亲
3529,2019050914,1316,N,力林傍亲
3530,2019050915,1921,N,力林傍亲
3531,2019050916,1960,N,力林傍亲
3532,2019050917,2933,Y,力林傍亲
3533,2019050918,1248,N,力林傍亲
3534,2019050919,2090,N,力林傍亲
3535,2019050920,1933,N,力林傍亲
3536,2019050921,1538,N,力林傍亲
3537,2019051006,236,N,力林傍亲
3538,2019051007,431,N,力林傍亲
3539,2019051008,2489,N,力林傍亲
3540,2019051009,1793,N,力林傍亲
3541,2019051010,1463,N,力林傍亲
3542,2019051011,1218,N,力林傍亲
3543,2019051012,1509,N,力林傍亲
3544,2019051013,2491,N,力林傍亲
3545,2019051014,1554,N,力林傍亲
3546,2019051015,1687,N,力林傍亲
3547,2019051016,2064,N,力林傍亲
3548,2019051017,2692,Y,力林傍亲
3549,2019051018,1189,N,力林傍亲
3550,2019051019,2169,N,力林傍亲
3551,2019051020,1892,N,力林傍亲
3552,2019051021,1690,N,力林傍亲
3553,2019051106,484,N,力林傍亲
3554,2019051107,809,N,力林傍亲
3555,2019051108,3109,Y,力林傍亲
3556,2019051109,2363,N,力林傍亲
3557,2019051110,2023,N,力林傍亲
3558,2019051111,2036,N,力林傍亲
3559,2019051112,1849,N,力林傍亲
3560,2019051113,3062,Y,力林傍亲
3561,2019051114,1519,N,力林傍亲
3562,2019051115,1786,N,力林傍亲
3563,2019051116,2005,N,力林傍亲
3564,2019051117,2742,Y,力林傍亲
3565,2019051118,1538,N,力林傍亲
3566,2019051119,2457,N,力林傍亲
3567,2019051120,2076,N,力林傍亲
3568,2019051121,1867,N,力林傍亲
3569,2019051206,215,N,力林傍亲
3570,2019051207,404,N,力林傍亲
3571,2019051208,2755,Y,力林傍亲
3572,2019051209,1944,N,力林傍亲
3573,2019051210,2012,N,力林傍亲
3574,2019051211,1877,N,力林傍亲
3575,2019051212,2219,N,力林傍亲
3576,2019051213,2998,Y,力林傍亲
3577,2019051214,2158,N,力林傍亲
3578,2019051215,1962,N,力林傍亲
3579,2019051216,2973,Y,力林傍亲
3580,2019051217,3036,Y,力林傍亲
3581,2019051218,1780,N,力林傍亲
3582,2019051219,2707,Y,力林傍亲
3583,2019051220,2718,Y,力林傍亲
3584,2019051221,2206,N,力林傍亲
3585,2019051306,323,N,力林傍亲
3586,2019051307,770,N,力林傍亲
3587,2019051308,3200,Y,力林傍亲
3588,2019051309,2408,N,力林傍亲
3589,2019051310,1893,N,力林傍亲
3590,2019051311,1902,N,力林傍亲
3591,2019051312,1864,N,力林傍亲
3592,2019051313,2723,Y,力林傍亲
3593,2019051314,1512,N,力林傍亲
3594,2019051315,2131,N,力林傍亲
3595,2019051316,2070,N,力林傍亲
3596,2019051317,3121,Y,力林傍亲
3597,2019051318,1615,N,力林傍亲
3598,2019051319,2550,Y,力林傍亲
3599,2019051320,2066,N,力林傍亲
3600,2019051321,1712,N,力林傍亲
3601,2019051406,497,N,力林傍亲
3602,2019051407,568,N,力林傍亲
3603,2019051408,1998,N,力林傍亲
3604,2019051409,1754,N,力林傍亲
3605,2019051410,1605,N,力林傍亲
3606,2019051411,1536,N,力林傍亲
3607,2019051412,1388,N,力林傍亲
3608,2019051413,2232,N,力林傍亲
3609,2019051414,1142,N,力林傍亲
3610,2019051415,1855,N,力林傍亲
3611,2019051416,1864,N,力林傍亲
3612,2019051417,2233,N,力林傍亲
3613,2019051418,668,N,力林傍亲
3614,2019051419,2205,N,力林傍亲
3615,2019051420,1606,N,力林傍亲
3616,2019051421,1222,N,力林傍亲
3617,2019051506,302,N,力林傍亲
3618,2019051507,403,N,力林傍亲
3619,2019051508,1587,N,力林傍亲
3620,2019051509,1616,N,力林傍亲
3621,2019051510,1478,N,力林傍亲
3622,2019051511,1382,N,力林傍亲
3623,2019051512,1686,N,力林傍亲
3624,2019051513,2055,N,力林傍亲
3625,2019051514,1372,N,力林傍亲
3626,2019051515,1979,N,力林傍亲
3627,2019051516,1962,N,力林傍亲
3628,2019051517,2846,Y,力林傍亲
3629,2019051518,869,N,力林傍亲
3630,2019051519,1862,N,力林傍亲
3631,2019051520,1796,N,力林傍亲
3632,2019051521,1553,N,力林傍亲
3633,2019051606,420,N,力林傍亲
3634,2019051607,596,N,力林傍亲
3635,2019051608,2459,N,力林傍亲
3636,2019051609,2410,N,力林傍亲
3637,2019051610,1948,N,力林傍亲
3638,2019051611,1952,N,力林傍亲
3639,2019051612,1952,N,力林傍亲
3640,2019051613,2858,Y,力林傍亲
3641,2019051614,1690,N,力林傍亲
3642,2019051615,2159,N,力林傍亲
3643,2019051616,2251,N,力林傍亲
3644,2019051617,3044,Y,力林傍亲
3645,2019051618,1442,N,力林傍亲
3646,2019051619,2464,N,力林傍亲
3647,2019051620,2262,N,力林傍亲
3648,2019051621,1661,N,力林傍亲
3649,2019051706,297,N,力林傍亲
3650,2019051707,599,N,力林傍亲
3651,2019051708,2653,Y,力林傍亲
3652,2019051709,2332,N,力林傍亲
3653,2019051710,2184,N,力林傍亲
3654,2019051711,2031,N,力林傍亲
3655,2019051712,1999,N,力林傍亲
3656,2019051713,2545,Y,力林傍亲
3657,2019051714,1678,N,力林傍亲
3658,2019051715,2306,N,力林傍亲
3659,2019051716,2681,Y,力林傍亲
3660,2019051717,3117,Y,力林傍亲
3661,2019051718,1042,N,力林傍亲
3662,2019051719,2434,N,力林傍亲
3663,2019051720,2764,Y,力林傍亲
3664,2019051721,1624,N,力林傍亲
3665,2019051806,548,N,力林傍亲
3666,2019051807,1016,N,力林傍亲
3667,2019051808,3417,Y,力林傍亲
3668,2019051809,2637,Y,力林傍亲
3669,2019051810,2101,N,力林傍亲
3670,2019051811,2113,N,力林傍亲
3671,2019051812,1945,N,力林傍亲
3672,2019051813,3132,Y,力林傍亲
3673,2019051814,1564,N,力林傍亲
3674,2019051815,2031,N,力林傍亲
3675,2019051816,2499,N,力林傍亲
3676,2019051817,2953,Y,力林傍亲
3677,2019051818,1736,N,力林傍亲
3678,2019051819,2774,Y,力林傍亲
3679,2019051820,2329,N,力林傍亲
3680,2019051821,1866,N,力林傍亲
3681,2019051906,322,N,力林傍亲
3682,2019051907,543,N,力林傍亲
3683,2019051908,2275,N,力林傍亲
3684,2019051909,2066,N,力林傍亲
3685,2019051910,2076,N,力林傍亲
3686,2019051911,1807,N,力林傍亲
3687,2019051912,2061,N,力林傍亲
3688,2019051913,2837,Y,力林傍亲
3689,2019051914,1856,N,力林傍亲
3690,2019051915,1993,N,力林傍亲
3691,2019051916,2826,Y,力林傍亲
3692,2019051917,2881,Y,力林傍亲
3693,2019051918,1232,N,力林傍亲
3694,2019051919,2602,Y,力林傍亲
3695,2019051920,2567,Y,力林傍亲
3696,2019051921,1829,N,力林傍亲
3697,2019052006,400,N,力林傍亲
3698,2019052007,892,N,力林傍亲
3699,2019052008,3115,Y,力林傍亲
3700,2019052009,2427,N,力林傍亲
3701,2019052010,2037,N,力林傍亲
3702,2019052011,1956,N,力林傍亲
3703,2019052012,1726,N,力林傍亲
3704,2019052013,2753,Y,力林傍亲
3705,2019052014,1606,N,力林傍亲
3706,2019052015,2185,N,力林傍亲
3707,2019052016,2292,N,力林傍亲
3708,2019052017,3233,Y,力林傍亲
3709,2019052018,1573,N,力林傍亲
3710,2019052019,2697,Y,力林傍亲
3711,2019052020,2250,N,力林傍亲
3712,2019052021,1814,N,力林傍亲
3713,2019052106,448,N,力林傍亲
3714,2019052107,668,N,力林傍亲
3715,2019052108,2950,Y,力林傍亲
3716,2019052109,2042,N,力林傍亲
3717,2019052110,1872,N,力林傍亲
3718,2019052111,1777,N,力林傍亲
3719,2019052112,1609,N,力林傍亲
3720,2019052113,2449,N,力林傍亲
3721,2019052114,1493,N,力林傍亲
3722,2019052115,1899,N,力林傍亲
3723,2019052116,1835,N,力林傍亲
3724,2019052117,2367,N,力林傍亲
