"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2018120121","31","2","","1000","","","","","","18","-71","10279","10263","","52","0","","","","","","","","","","","",""
"2018120122","30","2","","1000","","","","","","5","-57","10279","10263","","64","0","","","","","","","","","","","",""
"2018120123","33","2","","1000","","","","","","0","-54","10275","10259","","68","0","","","","","","","","","","","",""
"2018120124","32","3","","1000","","","","","","4","-50","10274","10258","","68","0","","","","","","","","","","","",""
"2018120201","34","3","","800","","","","","5","5","-41","10270","10254","","72","0","","","","","","","","","","","",""
"2018120202","31","3","","800","","","","","5","-12","-47","10264","10248","","78","0","","","","","","","","","","","",""
"2018120203","33","3","","800","","","","","5","-5","-38","10263","10247","","80","0","","","","","","","","","","","",""
"2018120204","35","2","","800","","","","","10","-7","-38","10260","10244","","80","0","","","","","","","","","","","",""
"2018120205","33","3","","800","","","","","10","-7","-44","10257","10241","","77","0","","","","","","","","","","","",""
"2018120206","33","3","","800","","","","","10","-2","-36","10256","10240","","79","0","","","","","","","","","","","",""
"2018120207","33","1","","800","","","","","10","3","-38","10262","10246","","75","6","6","100","3","","","","","","","","",""
"2018120208","34","2","","1000","","","","","","11","-30","10264","10248","","75","6","6","100","3","","","","","","","","",""
"2018120209","32","4","","1000","","","","","","26","-17","10262","10246","","74","8","8","100","4","","","","","","","","",""
"2018120210","4","2","","1000","","","","","","63","-7","10260","10244","","62","7","7","130","3","","","","","","","","",""
"2018120211","11","6","","1000","","","","","","94","-12","10258","10242","","48","6","6","120","3","","","","","","","","",""
"2018120212","12","6","","1000","","","","","","106","-7","10250","10234","","46","6","6","120","3","","","","","","","","",""
"2018120213","12","7","","1000","","","","","","115","0","10237","10222","","46","8","8","120","4","","","","","","","","",""
"2018120214","12","8","","1000","","","","","","116","0","10228","10213","","45","8","8","120","4","","","","","","","","",""
"2018120215","11","6","","1000","","","","","","122","2","10220","10205","","44","8","8","120","4","","","","","","","","",""
"2018120216","12","7","","1000","","","","","","127","9","10220","10205","","44","7","7","160","0","","","","","","","","",""
"2018120217","11","5","","1000","","","","","","102","0","10226","10210","","49","4","4","160","0","","","","","","","","",""
"2018120218","10","4","","1000","","","","","","109","6","10230","10214","","50","6","6","80","3","","","","","","","","",""
"2018120219","8","5","","1000","","","","","","109","9","10221","10206","","50","7","7","110","4","","","","","","","","",""
"2018120220","13","6","","1000","","","","","","112","6","10217","10202","","48","8","8","110","4","","","","","","","","",""
"2018120221","13","4","","1000","","","","","","108","4","10214","10199","","49","8","8","130","4","","","","","","","","",""
"2018120222","14","4","","1000","","","","","","110","4","10217","10202","","48","8","8","90","4","","","","","","","","",""
"2018120223","12","4","","1000","","","","","","116","4","10216","10201","","47","8","8","90","4","","","","","","","","",""
"2018120224","12","6","","1000","","","","","","114","6","10205","10190","","48","8","2","30","6","8","80","4","","","","","",""
"2018120301","13","5","","1000","","","","","","116","4","10202","10187","","47","8","4","30","6","8","70","4","","","","","",""
"2018120302","12","6","","1000","","","","","21","117","6","10190","10175","0","47","8","4","30","6","8","70","4","","","","","",""
"2018120303","12","7","","1000","","","","","","116","11","10185","10170","","49","8","4","30","6","8","80","4","","","","","",""
"2018120304","14","5","","1000","","","","","","118","13","10178","10163","","49","8","4","30","6","8","80","4","","","","","",""
"2018120305","14","6","","1000","","","","","60","120","15","10171","10156","0","49","8","4","30","6","8","80","4","","","","","",""
"2018120306","15","7","","1000","","","","","61","96","55","10171","10156","5","76","8","5","25","6","8","70","4","","","","","",""
"2018120307","15","2","","800","","","","","61","97","68","10170","10155","10","83","8","5","20","6","8","70","4","","","","","",""
"2018120308","13","8","","800","","","","","10","108","74","10168","10153","5","80","8","6","20","6","8","70","4","","","","","",""
"2018120309","12","6","","700","","","","","60","111","77","10168","10153","0","80","8","3","30","6","8","100","4","","","","","",""
"2018120310","14","6","","600","","","","","10","111","85","10167","10152","0","84","8","2","15","7","5","30","6","8","100","4","","",""
"2018120311","15","4","","400","","","","","60","116","93","10161","10146","0","86","8","2","15","7","5","30","6","8","100","4","","",""
"2018120312","15","4","","350","","","","","60","120","100","10154","10139","5","88","8","2","15","7","5","30","6","8","100","4","","",""
"2018120313","19","2","","120","90","110","","","61","124","106","10149","10134","0","89","8","4","5","7","6","30","6","8","100","4","","",""
"2018120314","17","6","","90","140","110","","","51","134","119","10141","10126","0","90","8","4","5","7","6","30","6","8","100","4","","",""
"2018120315","21","5","","140","160","170","","","51","136","121","10145","10130","15","91","8","4","5","7","6","30","6","8","100","4","","",""
"2018120316","34","3","","250","","","","","51","129","114","10151","10136","0","91","8","4","5","7","6","30","6","8","100","4","","",""
"2018120317","20","4","","250","","","","","10","134","119","10145","10130","0","91","8","4","5","7","6","30","6","8","100","4","","",""
"2018120318","24","4","","300","","","","","50","135","119","10158","10143","0","90","8","4","7","7","6","30","6","8","100","4","","",""
"2018120319","19","1","","200","","","","","51","128","112","10163","10148","0","90","8","4","7","7","6","30","6","8","100","4","","",""
"2018120320","35","8","","160","","","","","51","110","94","10168","10153","0","90","8","4","7","7","6","30","6","8","100","4","","",""
"2018120321","33","4","","250","","","","","10","109","93","10166","10151","0","91","8","4","5","7","7","20","6","8","100","4","","",""
"2018120322","33","8","","250","","","","","10","104","89","10170","10155","","91","8","4","10","7","7","20","6","8","100","4","","",""
"2018120323","34","4","","250","","","","","10","103","86","10167","10152","","90","8","3","5","7","8","25","6","","","","","",""
"2018120324","33","4","","230","","","","","10","101","85","10169","10154","","90","8","3","5","7","8","25","6","","","","","",""
"2018120401","35","4","","160","","","","","10","97","81","10162","10147","","90","8","3","2","7","6","20","6","8","100","4","","",""
"2018120402","32","7","","230","","","","","10","96","80","10166","10151","","91","8","3","2","7","6","20","6","8","100","4","","",""
"2018120403","34","5","","230","","","","","61","94","78","10159","10144","0","90","8","3","2","7","6","20","6","8","100","4","","",""
"2018120404","31","9","","230","","","","","61","94","78","10166","10151","5","91","8","3","4","7","6","20","6","8","100","4","","",""
"2018120405","34","8","","350","","","","","61","88","71","10162","10146","20","90","8","3","10","7","7","20","6","8","100","4","","",""
"2018120406","31","5","","500","","","","","61","84","65","10168","10152","15","89","8","3","10","7","7","20","6","8","100","4","","",""
"2018120407","34","4","","500","","","","","61","82","64","10167","10151","5","89","8","3","10","7","7","20","6","8","100","4","","",""
"2018120408","33","5","","700","","","","","51","81","59","10174","10158","0","86","8","3","10","7","7","20","6","8","100","4","","",""
"2018120409","31","4","","800","","","","","10","81","56","10176","10160","5","84","8","3","10","7","5","30","6","8","100","4","","",""
"2018120410","33","4","","800","","","","","10","87","56","10172","10156","","82","7","3","30","6","7","80","3","","","","","",""
"2018120411","31","7","","1000","","","","","","81","48","10177","10161","","80","7","3","30","6","7","80","3","","","","","",""
"2018120412","33","13","","1000","","","","","","90","45","10177","10161","","73","5","3","30","6","5","120","3","","","","","",""
"2018120413","34","12","","1000","","","","","","88","32","10179","10163","","69","7","7","30","6","","","","","","","","",""
"2018120414","33","16","","1000","","","","","","89","23","10183","10167","","63","2","2","30","6","","","","","","","","",""
"2018120415","33","12","","1000","","","","","","84","0","10188","10172","","56","0","","","","","","","","","","","",""
"2018120416","32","10","","1000","","","","","","80","-14","10196","10180","","52","0","","","","","","","","","","","",""
"2018120417","31","7","","1000","","","","","","63","-33","10207","10191","","52","0","","","","","","","","","","","",""
"2018120418","31","7","","1000","","","","","","48","-60","10220","10204","","46","0","","","","","","","","","","","",""
"2018120419","33","6","","1000","","","","","","41","-67","10238","10222","","46","0","","","","","","","","","","","",""
"2018120420","32","10","","1000","","","","","","25","-71","10249","10233","","50","0","","","","","","","","","","","",""
"2018120421","34","13","","1000","","","","","","17","-82","10260","10244","","48","4","4","200","0","","","","","","","","",""
"2018120422","33","11","","1000","","","","","","8","-90","10268","10252","","49","5","5","200","0","","","","","","","","",""
"2018120423","34","13","","1000","","","","","","5","-103","10273","10257","","46","5","5","200","0","","","","","","","","",""
"2018120424","33","10","","1000","","","","","","-4","-112","10281","10265","","44","3","3","200","0","","","","","","","","",""
"2018120501","33","9","","1000","","","","","","-13","-122","10278","10262","","43","2","2","200","0","","","","","","","","",""
"2018120502","33","9","","1000","","","","","","-21","-122","10284","10268","","47","1","1","200","0","","","","","","","","",""
"2018120503","34","8","","1000","","","","","","-25","-127","10290","10274","","46","0","","","","","","","","","","","",""
"2018120504","33","6","","1000","","","","","","-35","-133","10292","10276","","48","0","","","","","","","","","","","",""
"2018120505","33","8","","1000","","","","","","-39","-133","10291","10275","","50","0","","","","","","","","","","","",""
"2018120506","34","6","","1000","","","","","","-41","-127","10297","10281","","52","0","","","","","","","","","","","",""
"2018120507","34","7","","1000","","","","","","-43","-127","10303","10286","","53","0","","","","","","","","","","","",""
"2018120508","35","5","","1000","","","","","","-34","-122","10305","10289","","50","2","2","150","3","","","","","","","","",""
"2018120509","2","4","","1000","","","","","","-24","-139","10306","10290","","41","5","5","150","3","","","","","","","","",""
"2018120510","36","8","","1000","","","","","","-11","-133","10311","10295","","40","6","6","150","3","","","","","","","","",""
"2018120511","5","5","","1000","","","","","","-10","-133","10305","10289","","39","7","7","150","3","","","","","","","","",""
"2018120512","1","4","","1000","","","","","","3","-122","10288","10272","","39","4","4","150","3","","","","","","","","",""
"2018120513","34","3","","1000","","","","","","14","-117","10278","10262","","37","4","4","150","3","","","","","","","","",""
"2018120514","33","9","","1000","","","","","","20","-103","10275","10259","","40","6","6","150","3","","","","","","","","",""
"2018120515","33","11","","1000","","","","","","14","-117","10281","10265","","37","7","7","120","3","","","","","","","","",""
"2018120516","32","9","","1000","","","","","","9","-103","10276","10260","","43","7","7","120","3","","","","","","","","",""
"2018120517","32","10","","1000","","","","","","8","-98","10277","10261","","46","7","7","120","3","","","","","","","","",""
"2018120518","2","7","","1000","","","","","","15","-145","10274","10258","","31","7","7","120","3","","","","","","","","",""
"2018120519","36","5","","1000","","","","","","8","-133","10267","10251","","35","7","7","120","3","","","","","","","","",""
"2018120520","2","6","","1000","","","","","","9","-117","10263","10247","","39","7","7","120","3","","","","","","","","",""
"2018120521","36","9","","1000","","","","","","9","-122","10264","10248","","37","7","7","120","3","","","","","","","","",""
"2018120522","33","6","","1000","","","","","","3","-103","10264","10248","","47","7","7","100","3","","","","","","","","",""
"2018120523","34","4","","1000","","","","","","5","-107","10259","10243","","44","7","7","100","3","","","","","","","","",""
"2018120524","33","8","","1000","","","","","","4","-103","10251","10235","","46","7","7","100","3","","","","","","","","",""
"2018120601","34","9","","1000","","","","","","6","-103","10257","10241","","44","7","7","100","3","","","","","","","","",""
"2018120602","32","7","","1000","","","","","","4","-98","10254","10238","","47","7","7","80","3","","","","","","","","",""
"2018120603","32","5","","1000","","","","","","6","-98","10256","10240","","46","7","4","30","6","7","80","3","","","","","",""
"2018120604","34","6","","1000","","","","","","7","-103","10248","10232","","45","7","4","30","6","7","80","3","","","","","",""
"2018120605","34","5","","1000","","","","","","3","-90","10242","10226","","50","8","4","30","6","8","100","4","","","","","",""
"2018120606","34","3","","1000","","","","","","-4","-90","10240","10224","","53","6","6","120","3","","","","","","","","",""
"2018120607","33","5","","1000","","","","","","-11","-82","10242","10226","","60","6","6","120","3","","","","","","","","",""
"2018120608","32","4","","1000","","","","","","-4","-86","10240","10224","","55","6","6","120","3","","","","","","","","",""
"2018120609","33","7","","1000","","","","","","5","-64","10247","10231","","61","6","3","120","3","6","200","0","","","","","",""
"2018120610","35","3","","1000","","","","","","17","-64","10247","10231","","55","4","1","120","3","4","200","0","","","","","",""
"2018120611","3","4","","1000","","","","","","32","-90","10243","10227","","41","4","4","200","0","","","","","","","","",""
"2018120612","29","2","","1000","","","","","","44","-86","10230","10214","","38","7","7","200","0","","","","","","","","",""
"2018120613","32","4","","1000","","","","","","48","-82","10223","10207","","39","6","6","200","0","","","","","","","","",""
"2018120614","32","7","","1000","","","","","","57","-86","10222","10206","","35","6","6","200","0","","","","","","","","",""
"2018120615","29","8","","1000","","","","","","56","-90","10221","10205","","35","6","6","200","0","","","","","","","","",""
"2018120616","28","6","","1000","","","","","","52","-90","10219","10203","","36","6","6","200","0","","","","","","","","",""
"2018120617","28","5","","1000","","","","","","41","-86","10223","10207","","40","4","4","200","0","","","","","","","","",""
"2018120618","30","5","","1000","","","","","","40","-86","10228","10212","","40","4","4","30","6","","","","","","","","",""
"2018120619","30","12","","1000","","","","","68","43","-82","10238","10222","0","41","7","7","30","6","","","","","","","","",""
"2018120620","31","14","","1000","","","","","23","27","-82","10250","10234","0","45","7","4","30","6","7","80","3","","","","","",""
"2018120621","33","14","","1000","","","","","","14","-71","10260","10244","","54","7","4","30","6","7","80","3","","","","","",""
"2018120622","31","11","","1000","","","","","","5","-74","10265","10249","","56","3","3","30","6","","","","","","","","",""
"2018120623","31","12","","1000","","","","","","-3","-107","10269","10253","","46","3","3","30","6","","","","","","","","",""
"2018120624","33","14","","1000","","","","","","-12","-112","10272","10256","","48","3","3","30","6","","","","","","","","",""
"2018120701","32","13","","1000","","","","","","-21","-117","10278","10262","","49","3","3","30","6","","","","","","","","",""
"2018120702","34","17","","1000","","","","","","-41","-127","10294","10278","","52","4","4","30","6","","","","","","","","",""
"2018120703","32","14","","1000","","","","","","-57","-151","10308","10291","","49","2","2","30","6","","","","","","","","",""
"2018120704","32","13","","1000","","","","","","-68","-171","10313","10296","","44","1","1","30","6","","","","","","","","",""
"2018120705","31","14","","1000","","","","","","-75","-187","10318","10301","","43","1","1","30","6","","","","","","","","",""
"2018120706","32","13","","1000","","","","","","-82","-196","10324","10307","","42","0","","","","","","","","","","","",""
"2018120707","32","13","","1000","","","","","","-88","-215","10336","10319","","38","0","","","","","","","","","","","",""
"2018120708","32","10","","1000","","","","","","-89","-215","10349","10332","","38","0","","","","","","","","","","","",""
"2018120709","34","11","","1000","","","","","","-79","-205","10353","10336","","37","0","","","","","","","","","","","",""
"2018120710","35","15","","1000","","","","","","-79","-251","10358","10341","","26","2","2","180","0","","","","","","","","",""
"2018120711","34","12","","1000","","","","","","-68","-238","10355","10338","","26","2","2","180","0","","","","","","","","",""
"2018120712","35","12","","1000","","","","","","-57","-215","10345","10328","","29","2","2","180","0","","","","","","","","",""
"2018120713","34","14","","1000","","","","","","-50","-215","10336","10319","","28","2","2","180","0","","","","","","","","",""
"2018120714","33","13","","1000","","","","","","-47","-226","10334","10317","","25","2","2","180","0","","","","","","","","",""
"2018120715","31","14","","1000","","","","","","-51","-226","10329","10312","","24","2","2","180","0","","","","","","","","",""
"2018120716","33","13","","1000","","","","","","-53","-215","10331","10314","","28","0","","","","","","","","","","","",""
"2018120717","33","11","","1000","","","","","","-66","-215","10330","10313","","30","2","2","180","0","","","","","","","","",""
"2018120718","33","12","","1000","","","","","","-71","-205","10335","10318","","35","2","2","180","0","","","","","","","","",""
"2018120719","32","8","","1000","","","","","","-78","-187","10340","10323","","42","2","2","180","0","","","","","","","","",""
"2018120720","33","7","","1000","","","","","","-84","-179","10343","10326","","47","2","2","180","0","","","","","","","","",""
"2018120721","35","9","","1000","","","","","","-83","-179","10344","10327","","48","2","2","180","0","","","","","","","","",""
"2018120722","34","6","","1000","","","","","","-90","-179","10346","10329","","51","2","2","180","0","","","","","","","","",""
"2018120723","34","11","","1000","","","","","","-87","-179","10345","10328","","49","0","","","","","","","","","","","",""
"2018120724","34","5","","1000","","","","","","-95","-179","10347","10330","","53","0","","","","","","","","","","","",""
"2018120801","34","6","","1000","","","","","","-93","-179","10342","10325","","50","0","","","","","","","","","","","",""
"2018120802","35","6","","1000","","","","","","-96","-179","10342","10325","","51","0","","","","","","","","","","","",""
"2018120803","34","10","","1000","","","","","","-97","-196","10340","10323","","47","0","","","","","","","","","","","",""
"2018120804","34","13","23","1000","","","","","","-98","-205","10340","10323","","44","0","","","","","","","","","","","",""
"2018120805","33","13","","1000","","","","","","-105","-226","10343","10326","","38","0","","","","","","","","","","","",""
"2018120806","34","10","","1000","","","","","","-107","-238","10344","10327","","34","0","","","","","","","","","","","",""
"2018120807","35","9","","1000","","","","","","-106","-266","10342","10325","","29","0","","","","","","","","","","","",""
"2018120808","36","10","","1000","","","","","","-105","-266","10347","10330","","26","0","","","","","","","","","","","",""
"2018120809","35","11","","1000","","","","","","-95","-266","10349","10332","","24","0","","","","","","","","","","","",""
"2018120810","36","8","","1000","","","","","","-85","-266","10354","10337","","24","0","","","","","","","","","","","",""
"2018120811","35","8","","1000","","","","","","-72","-251","10357","10340","","25","0","","","","","","","","","","","",""
"2018120812","33","13","","1000","","","","","","-65","-226","10346","10329","","27","2","2","200","0","","","","","","","","",""
"2018120813","34","11","","1000","","","","","","-56","-226","10338","10321","","27","2","2","200","0","","","","","","","","",""
"2018120814","34","10","","1000","","","","","","-51","-215","10334","10317","","27","2","2","200","0","","","","","","","","",""
"2018120815","35","9","","1000","","","","","","-50","-215","10336","10319","","28","2","2","200","0","","","","","","","","",""
"2018120816","34","8","","1000","","","","","","-51","-205","10340","10323","","30","2","2","200","0","","","","","","","","",""
"2018120817","32","9","","1000","","","","","","-62","-196","10341","10324","","36","2","2","200","0","","","","","","","","",""
"2018120818","32","7","","1000","","","","","","-73","-187","10346","10329","","43","2","2","30","6","","","","","","","","",""
"2018120819","34","9","","1000","","","","","","-68","-179","10350","10333","","43","2","2","30","6","","","","","","","","",""
"2018120820","34","5","","1000","","","","","","-84","-179","10352","10335","","48","2","2","30","6","","","","","","","","",""
"2018120821","35","7","","1000","","","","","","-81","-171","10358","10341","","51","0","","","","","","","","","","","",""
"2018120822","34","9","","1000","","","","","","-87","-171","10361","10344","","52","0","","","","","","","","","","","",""
"2018120823","34","11","","1000","","","","","","-92","-187","10366","10349","","48","0","","","","","","","","","","","",""
"2018120824","35","11","","1000","","","","","","-95","-215","10371","10354","","38","0","","","","","","","","","","","",""
"2018120901","4","7","","1000","","","","","","-101","-215","10369","10352","","42","0","","","","","","","","","","","",""
"2018120902","36","5","","1000","","","","","","-111","-215","10373","10356","","46","0","","","","","","","","","","","",""
"2018120903","6","4","","1000","","","","","","-113","-215","10378","10361","","46","0","","","","","","","","","","","",""
"2018120904","4","5","","1000","","","","","","-113","-226","10377","10360","","41","0","","","","","","","","","","","",""
"2018120905","4","2","","1000","","","","","","-119","-215","10378","10361","","44","0","","","","","","","","","","","",""
"2018120906","32","2","","1000","","","","","","-110","-226","10378","10361","","39","0","","","","","","","","","","","",""
"2018120907","31","3","","1000","","","","","","-114","-196","10378","10361","","51","0","","","","","","","","","","","",""
"2018120908","32","3","","1000","","","","","","-111","-226","10383","10366","","42","0","","","","","","","","","","","",""
"2018120909","34","6","","1000","","","","","","-96","-215","10388","10371","","38","0","","","","","","","","","","","",""
"2018120910","32","4","","1000","","","","","","-84","-238","10391","10374","","31","0","","","","","","","","","","","",""
"2018120911","28","3","","1000","","","","","","-70","-226","10394","10377","","29","0","","","","","","","","","","","",""
"2018120912","32","3","","1000","","","","","","-63","-238","10382","10365","","25","0","","","","","","","","","","","",""
"2018120913","32","5","","1000","","","","","","-50","-238","10376","10359","","23","0","","","","","","","","","","","",""
"2018120914","32","6","","1000","","","","","","-43","-251","10373","10356","","20","0","","","","","","","","","","","",""
"2018120915","35","7","","1000","","","","","","-36","-238","10367","10350","","21","3","3","200","0","","","","","","","","",""
"2018120916","34","6","","1000","","","","","","-36","-226","10362","10345","","23","5","5","150","3","","","","","","","","",""
"2018120917","34","2","","1000","","","","","","-41","-215","10367","10350","","25","7","7","150","3","","","","","","","","",""
"2018120918","14","1","","1000","","","","","","-42","-215","10366","10349","","26","5","5","150","3","","","","","","","","",""
"2018120919","20","2","","1000","","","","","","-49","-151","10369","10352","","47","5","5","150","3","","","","","","","","",""
"2018120920","35","2","","1000","","","","","","-44","-179","10369","10352","","35","7","7","180","0","","","","","","","","",""
"2018120921","33","3","","1000","","","","","","-62","-179","10369","10352","","40","4","4","180","0","","","","","","","","",""
"2018120922","36","2","","1000","","","","","","-61","-171","10370","10353","","43","4","4","180","0","","","","","","","","",""
"2018120923","31","2","","1000","","","","","","-66","-164","10371","10354","","48","4","4","180","0","","","","","","","","",""
"2018120924","31","2","","1000","","","","","","-76","-151","10370","10353","","56","4","4","180","0","","","","","","","","",""
"2018121001","31","2","","1000","","","","","","-69","-151","10370","10353","","54","0","","","","","","","","","","","",""
"2018121002","35","2","","1000","","","","","","-86","-145","10370","10353","","65","0","","","","","","","","","","","",""
"2018121003","35","3","","1000","","","","","","-82","-139","10371","10354","","64","0","","","","","","","","","","","",""
"2018121004","0","0","","1000","","","","","","-91","-145","10365","10348","","67","0","","","","","","","","","","","",""
"2018121005","35","3","","1000","","","","","","-86","-139","10361","10344","","68","0","","","","","","","","","","","",""
"2018121006","34","2","","1000","","","","","","-89","-145","10361","10344","","65","4","4","200","0","","","","","","","","",""
"2018121007","0","0","","1000","","","","","","-84","-145","10361","10344","","64","4","4","200","0","","","","","","","","",""
"2018121008","1","3","","1000","","","","","","-76","-151","10361","10344","","56","6","4","40","6","6","180","0","","","","","",""
"2018121009","32","4","","1000","","","","","","-63","-139","10368","10351","","58","6","6","180","0","","","","","","","","",""
"2018121010","2","3","","1000","","","","","","-48","-151","10372","10355","","46","5","5","180","0","","","","","","","","",""
"2018121011","7","2","","1000","","","","","","-17","-145","10367","10351","","39","1","1","180","0","","","","","","","","",""
"2018121012","35","2","","1000","","","","","","-3","-157","10357","10341","","32","0","","","","","","","","","","","",""
"2018121013","3","4","","1000","","","","","","10","-171","10349","10333","","25","0","","","","","","","","","","","",""
"2018121014","36","8","","1000","","","","","","27","-171","10339","10323","","23","0","","","","","","","","","","","",""
"2018121015","35","6","","1000","","","","","","34","-164","10339","10323","","23","0","","","","","","","","","","","",""
"2018121016","36","8","","1000","","","","","","30","-151","10339","10323","","26","0","","","","","","","","","","","",""
"2018121017","34","6","","1000","","","","","","5","-145","10340","10324","","32","0","","","","","","","","","","","",""
"2018121018","32","4","","1000","","","","","","-12","-139","10341","10325","","39","0","","","","","","","","","","","",""
"2018121019","35","1","","1000","","","","","","-9","-122","10339","10323","","42","0","","","","","","","","","","","",""
"2018121020","31","2","","1000","","","","","","-28","-122","10340","10324","","48","0","","","","","","","","","","","",""
"2018121021","0","0","","1000","","","","","","-32","-117","10338","10322","","52","0","","","","","","","","","","","",""
"2018121022","34","2","","1000","","","","","","-18","-98","10336","10320","","55","0","","","","","","","","","","","",""
"2018121023","31","2","","1000","","","","","","-35","-98","10337","10320","","63","2","2","160","0","","","","","","","","",""
"2018121024","32","4","","1000","","","","","","-39","-94","10325","10308","","66","4","4","160","0","","","","","","","","",""
"2018121101","30","1","","1000","","","","","","-35","-94","10324","10308","","65","6","6","160","0","","","","","","","","",""
"2018121102","31","3","","1000","","","","","","-22","-98","10330","10314","","57","6","6","160","0","","","","","","","","",""
"2018121103","33","4","","1000","","","","","","-28","-98","10330","10314","","59","6","6","160","0","","","","","","","","",""
"2018121104","33","3","","1000","","","","","","-26","-94","10327","10311","","60","7","2","140","3","7","180","0","","","","","",""
"2018121105","36","3","","1000","","","","","","-29","-90","10317","10301","","64","7","2","140","3","7","180","0","","","","","",""
"2018121106","34","1","","1000","","","","","","-29","-86","10310","10294","","66","7","7","100","4","","","","","","","","",""
"2018121107","34","4","","1000","","","","","","-22","-103","10316","10300","","55","7","7","100","4","","","","","","","","",""
"2018121108","33","5","","1000","","","","","","-20","-98","10312","10296","","56","8","8","80","4","","","","","","","","",""
"2018121109","10","3","","1000","","","","","","-10","-112","10311","10295","","47","8","8","80","4","","","","","","","","",""
"2018121110","3","4","","1000","","","","","","-1","-107","10304","10288","","45","8","4","40","6","8","80","4","","","","","",""
"2018121111","12","5","","1000","","","","","","19","-122","10291","10275","","36","8","4","40","6","8","70","4","","","","","",""
"2018121112","11","4","","1000","","","","","","33","-157","10285","10269","","24","7","2","40","6","7","80","3","","","","","",""
"2018121113","10","9","","1000","","","","","","34","-139","10274","10258","","27","7","2","40","6","7","100","3","","","","","",""
"2018121114","7","5","","1000","","","","","","33","-127","10271","10255","","31","7","2","40","6","7","120","3","","","","","",""
"2018121115","5","3","","1000","","","","","","35","-112","10268","10252","","35","8","1","40","6","8","100","4","","","","","",""
"2018121116","3","3","","1000","","","","","","33","-98","10267","10251","","38","7","1","40","6","7","100","3","","","","","",""
"2018121117","35","1","","1000","","","","","","30","-112","10265","10249","","35","6","6","100","3","","","","","","","","",""
"2018121118","30","2","","1000","","","","","","5","-107","10268","10252","","43","4","4","100","3","","","","","","","","",""
"2018121119","32","2","","1000","","","","","","-15","-94","10272","10256","","55","2","2","80","3","","","","","","","","",""
"2018121120","32","5","","1000","","","","","","-1","-86","10277","10261","","54","6","3","40","6","6","80","3","","","","","",""
"2018121121","33","9","","1000","","","","","","11","-94","10279","10263","","46","7","4","40","6","7","70","3","","","","","",""
"2018121122","29","3","","1000","","","","","","-1","-90","10277","10261","","52","4","4","40","6","","","","","","","","",""
"2018121123","33","6","","1000","","","","","","-14","-74","10281","10265","","64","3","3","40","6","","","","","","","","",""
