"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2019010505","32","5","","1000","","","","","","-59","-145","10279","10262","","53","0","","","","","","","","","","","",""
"2019010506","33","5","","1000","","","","","","-47","-145","10279","10263","","47","0","","","","","","","","","","","",""
"2019010507","32","2","","1000","","","","","","-56","-139","10279","10262","","54","0","","","","","","","","","","","",""
"2019010508","34","1","","1000","","","","","","-77","-145","10286","10269","","59","0","","","","","","","","","","","",""
"2019010509","34","2","","1000","","","","","","-50","-127","10291","10274","","57","0","","","","","","","","","","","",""
"2019010510","34","8","","1000","","","","","","-41","-139","10298","10282","","47","0","","","","","","","","","","","",""
"2019010511","33","6","","1000","","","","","","-31","-164","10300","10284","","36","4","4","180","0","","","","","","","","",""
"2019010512","32","5","","1000","","","","","","-21","-187","10292","10276","","29","3","3","180","0","","","","","","","","",""
"2019010513","34","9","","1000","","","","","","-8","-187","10283","10267","","25","3","3","180","0","","","","","","","","",""
"2019010514","35","10","","1000","","","","","","-1","-205","10277","10261","","21","0","","","","","","","","","","","",""
"2019010515","34","9","","1000","","","","","","2","-205","10274","10258","","20","0","","","","","","","","","","","",""
"2019010516","33","8","","1000","","","","","","3","-205","10270","10254","","20","0","","","","","","","","","","","",""
"2019010517","32","7","","1000","","","","","","-13","-205","10268","10252","","22","0","","","","","","","","","","","",""
"2019010518","27","2","","1000","","","","","","-38","-205","10273","10257","","27","0","","","","","","","","","","","",""
"2019010519","32","5","","1000","","","","","","-52","-205","10277","10260","","30","0","","","","","","","","","","","",""
"2019010520","35","2","","1000","","","","","","-54","-187","10277","10260","","36","0","","","","","","","","","","","",""
"2019010521","32","4","","1000","","","","","","-49","-187","10280","10263","","34","0","","","","","","","","","","","",""
"2019010522","33","6","","1000","","","","","","-62","-179","10285","10268","","40","0","","","","","","","","","","","",""
"2019010523","33","4","","1000","","","","","","-67","-179","10287","10270","","42","0","","","","","","","","","","","",""
"2019010524","32","6","","1000","","","","","","-88","-187","10288","10271","","48","0","","","","","","","","","","","",""
"2019010601","32","5","","1000","","","","","","-92","-179","10291","10274","","52","0","","","","","","","","","","","",""
"2019010602","32","5","","1000","","","","","","-82","-171","10293","10276","","49","3","3","200","0","","","","","","","","",""
"2019010603","32","5","","1000","","","","","","-76","-164","10293","10276","","51","7","7","200","0","","","","","","","","",""
"2019010604","35","3","","1000","","","","","","-67","-164","10290","10273","","48","8","8","150","4","","","","","","","","",""
"2019010605","31","2","","1000","","","","","","-63","-164","10286","10269","","46","8","8","150","4","","","","","","","","",""
"2019010606","33","4","","1000","","","","","","-65","-157","10287","10270","","49","8","8","150","4","","","","","","","","",""
"2019010607","2","3","","1000","","","","","","-62","-164","10286","10269","","47","8","8","150","4","","","","","","","","",""
"2019010608","34","3","","1000","","","","","","-72","-157","10295","10278","","52","8","8","150","4","","","","","","","","",""
"2019010609","36","2","","1000","","","","","","-63","-151","10298","10281","","51","6","6","150","3","","","","","","","","",""
"2019010610","35","1","","1000","","","","","","-44","-151","10303","10286","","43","2","2","200","0","","","","","","","","",""
"2019010611","31","2","","1000","","","","","","-21","-157","10302","10286","","36","0","","","","","","","","","","","",""
"2019010612","29","3","","1000","","","","","","-13","-187","10298","10282","","27","0","","","","","","","","","","","",""
"2019010613","3","3","","1000","","","","","","2","-187","10284","10268","","23","0","","","","","","","","","","","",""
"2019010614","30","6","","1000","","","","","","8","-196","10284","10268","","20","0","","","","","","","","","","","",""
"2019010615","30","6","","1000","","","","","","11","-171","10282","10266","","25","0","","","","","","","","","","","",""
"2019010616","30","8","","1000","","","","","","10","-164","10286","10270","","27","0","","","","","","","","","","","",""
"2019010617","30","6","","1000","","","","","","-5","-157","10289","10273","","32","0","","","","","","","","","","","",""
"2019010618","29","5","","1000","","","","","","-26","-145","10292","10276","","42","0","","","","","","","","","","","",""
"2019010619","29","1","","1000","","","","","","-41","-133","10296","10280","","51","0","","","","","","","","","","","",""
"2019010620","3","1","","1000","","","","","","-41","-122","10294","10278","","54","0","","","","","","","","","","","",""
"2019010621","24","1","","1000","","","","","","-63","-127","10297","10280","","62","0","","","","","","","","","","","",""
"2019010622","28","1","","1000","","","","","","-70","-122","10296","10279","","67","0","","","","","","","","","","","",""
"2019010623","2","1","","1000","","","","","","-61","-98","10294","10277","","76","0","","","","","","","","","","","",""
"2019010624","4","1","","1000","","","","","","-72","-107","10289","10272","","76","0","","","","","","","","","","","",""
"2019010701","31","3","","1000","","","","","","-84","-127","10293","10276","","73","0","","","","","","","","","","","",""
"2019010702","35","3","","1000","","","","","","-79","-122","10298","10281","","73","0","","","","","","","","","","","",""
"2019010703","34","1","","1000","","","","","","-80","-122","10301","10284","","76","0","","","","","","","","","","","",""
"2019010704","32","1","","1000","","","","","","-87","-122","10300","10283","","78","0","","","","","","","","","","","",""
"2019010705","1","1","","800","","","","","10","-89","-122","10296","10279","","80","0","","","","","","","","","","","",""
"2019010706","30","1","","700","","","","","10","-98","-127","10296","10279","","80","0","","","","","","","","","","","",""
"2019010707","3","2","","700","","","","","10","-85","-112","10296","10279","","82","0","","","","","","","","","","","",""
"2019010708","32","1","","1000","","","","","","-106","-139","10297","10280","","80","2","2","180","0","","","","","","","","",""
"2019010709","32","3","","1000","","","","","","-68","-98","10302","10285","","79","2","2","180","0","","","","","","","","",""
"2019010710","31","1","","1000","","","","","","-36","-78","10303","10287","","72","2","2","180","0","","","","","","","","",""
"2019010711","3","2","","1000","","","","","","-7","-112","10301","10285","","46","2","2","180","0","","","","","","","","",""
"2019010712","32","4","","1000","","","","","","12","-112","10291","10275","","40","0","","","","","","","","","","","",""
"2019010713","35","6","","1000","","","","","","12","-117","10286","10270","","38","3","3","180","0","","","","","","","","",""
"2019010714","33","3","","1000","","","","","","28","-112","10280","10264","","36","6","6","180","0","","","","","","","","",""
"2019010715","28","6","","1000","","","","","","30","-133","10280","10264","","30","6","6","180","0","","","","","","","","",""
"2019010716","35","5","","1000","","","","","","25","-133","10279","10263","","31","6","6","180","0","","","","","","","","",""
"2019010717","30","3","","1000","","","","","","15","-139","10280","10264","","32","6","6","180","0","","","","","","","","",""
"2019010718","27","2","","1000","","","","","","3","-107","10278","10262","","44","6","6","180","0","","","","","","","","",""
"2019010719","28","2","","1000","","","","","","-17","-103","10277","10261","","53","6","6","180","0","","","","","","","","",""
"2019010720","36","2","","800","","","","","5","-29","-103","10280","10264","","59","4","4","180","0","","","","","","","","",""
"2019010721","33","2","","700","","","","","5","-26","-86","10280","10264","","66","4","4","180","0","","","","","","","","",""
"2019010722","31","2","","600","","","","","5","-28","-78","10278","10262","","69","4","4","180","0","","","","","","","","",""
"2019010723","30","3","","600","","","","","10","-41","-82","10280","10264","","74","4","4","180","0","","","","","","","","",""
"2019010724","31","4","","600","","","","","10","-61","-94","10279","10262","","78","4","4","180","0","","","","","","","","",""
"2019010801","31","5","","600","","","","","5","-47","-117","10279","10263","","59","3","3","180","0","","","","","","","","",""
"2019010802","31","3","","800","","","","","5","-45","-139","10286","10270","","50","2","2","180","0","","","","","","","","",""
"2019010803","31","2","","1000","","","","","","-41","-145","10290","10274","","46","2","2","180","0","","","","","","","","",""
"2019010804","5","1","","1000","","","","","","-80","-157","10289","10272","","56","2","2","180","0","","","","","","","","",""
"2019010805","20","1","","1000","","","","","","-81","-145","10287","10270","","62","0","","","","","","","","","","","",""
"2019010806","0","0","","1000","","","","","","-95","-151","10285","10268","","66","0","","","","","","","","","","","",""
"2019010807","35","1","","1000","","","","","","-82","-122","10285","10268","","74","0","","","","","","","","","","","",""
"2019010808","35","1","","1000","","","","","","-93","-127","10288","10271","","77","0","","","","","","","","","","","",""
"2019010809","32","3","","1000","","","","","","-48","-103","10291","10274","","65","0","","","","","","","","","","","",""
"2019010810","33","7","","1000","","","","","","-21","-139","10298","10282","","41","0","","","","","","","","","","","",""
"2019010811","33","8","","1000","","","","","","-12","-164","10297","10281","","32","0","","","","","","","","","","","",""
"2019010812","35","11","","1000","","","","","","-8","-171","10288","10272","","29","0","","","","","","","","","","","",""
"2019010813","32","13","","1000","","","","","","-6","-205","10286","10270","","21","0","","","","","","","","","","","",""
"2019010814","32","11","","1000","","","","","","5","-196","10278","10262","","21","0","","","","","","","","","","","",""
"2019010815","33","14","","1000","","","","","","6","-205","10282","10266","","19","0","","","","","","","","","","","",""
"2019010816","31","13","","1000","","","","","","3","-179","10290","10274","","24","0","","","","","","","","","","","",""
"2019010817","33","10","","1000","","","","","","-12","-205","10291","10275","","23","0","","","","","","","","","","","",""
"2019010818","32","7","","1000","","","","","","-28","-205","10289","10273","","25","0","","","","","","","","","","","",""
"2019010819","33","14","","1000","","","","","","-40","-205","10305","10289","","27","0","","","","","","","","","","","",""
"2019010820","33","17","","1000","","","","","","-55","-205","10316","10299","","31","0","","","","","","","","","","","",""
"2019010821","34","8","","1000","","","","","","-64","-196","10324","10307","","35","0","","","","","","","","","","","",""
"2019010822","33","8","","1000","","","","","","-75","-205","10328","10311","","37","0","","","","","","","","","","","",""
"2019010823","33","7","","1000","","","","","","-79","-196","10329","10312","","39","0","","","","","","","","","","","",""
"2019010824","33","8","","1000","","","","","","-75","-205","10336","10319","","36","0","","","","","","","","","","","",""
"2019010901","33","5","","1000","","","","","","-83","-215","10341","10324","","35","0","","","","","","","","","","","",""
"2019010902","34","8","","1000","","","","","","-85","-215","10344","10327","","37","0","","","","","","","","","","","",""
"2019010903","35","7","","1000","","","","","","-86","-215","10350","10333","","37","0","","","","","","","","","","","",""
"2019010904","1","1","","1000","","","","","","-91","-205","10353","10336","","41","0","","","","","","","","","","","",""
"2019010905","29","1","","1000","","","","","","-96","-205","10355","10338","","43","0","","","","","","","","","","","",""
"2019010906","31","5","","1000","","","","","","-99","-196","10360","10343","","46","0","","","","","","","","","","","",""
"2019010907","32","3","","1000","","","","","","-108","-196","10362","10345","","52","0","","","","","","","","","","","",""
"2019010908","1","3","","1000","","","","","","-107","-196","10362","10345","","50","2","2","180","0","","","","","","","","",""
"2019010909","33","1","","1000","","","","","","-76","-187","10368","10351","","42","1","1","180","0","","","","","","","","",""
"2019010910","36","2","","1000","","","","","","-59","-205","10370","10353","","31","3","3","180","0","","","","","","","","",""
"2019010911","27","1","","1000","","","","","","-42","-205","10367","10350","","28","3","3","180","0","","","","","","","","",""
"2019010912","1","4","","1000","","","","","","-37","-205","10353","10336","","27","5","5","180","0","","","","","","","","",""
"2019010913","4","1","","1000","","","","","","-23","-196","10344","10328","","26","6","6","200","0","","","","","","","","",""
"2019010914","35","2","","1000","","","","","","-12","-196","10335","10319","","23","6","6","200","0","","","","","","","","",""
"2019010915","32","1","","1000","","","","","","0","-205","10332","10316","","21","4","4","200","0","","","","","","","","",""
"2019010916","34","3","","1000","","","","","","-9","-205","10328","10312","","21","4","4","200","0","","","","","","","","",""
"2019010917","33","4","","1000","","","","","","-23","-205","10323","10307","","25","2","2","200","0","","","","","","","","",""
"2019010918","32","4","","1000","","","","","","-37","-196","10320","10304","","30","2","2","200","0","","","","","","","","",""
"2019010919","31","4","","1000","","","","","","-47","-179","10320","10303","","36","2","2","200","0","","","","","","","","",""
"2019010920","32","4","","1000","","","","","","-58","-179","10316","10299","","38","2","2","200","0","","","","","","","","",""
"2019010921","33","5","","1000","","","","","","-62","-171","10313","10296","","44","5","5","200","0","","","","","","","","",""
"2019010922","33","4","","1000","","","","","","-64","-164","10311","10294","","47","6","6","200","0","","","","","","","","",""
"2019010923","32","2","","1000","","","","","","-61","-157","10308","10291","","48","7","7","200","0","","","","","","","","",""
"2019010924","32","2","","1000","","","","","","-51","-145","10301","10284","","49","7","7","200","0","","","","","","","","",""
"2019011001","33","4","","1000","","","","","","-52","-145","10296","10279","","49","7","7","200","0","","","","","","","","",""
"2019011002","33","3","","1000","","","","","","-50","-157","10294","10277","","45","7","7","200","0","","","","","","","","",""
"2019011003","33","2","","1000","","","","","","-48","-145","10293","10276","","48","7","7","150","3","","","","","","","","",""
"2019011004","35","5","","1000","","","","","","-47","-151","10287","10270","","45","7","7","120","3","","","","","","","","",""
"2019011005","25","2","","1000","","","","","","-47","-151","10279","10263","","46","7","7","100","3","","","","","","","","",""
"2019011006","30","1","","1000","","","","","","-54","-145","10279","10262","","49","7","7","100","3","","","","","","","","",""
"2019011007","0","0","","1000","","","","","","-56","-133","10277","10260","","56","7","7","80","3","","","","","","","","",""
"2019011008","20","1","","1000","","","","","","-49","-145","10272","10256","","49","7","7","120","3","","","","","","","","",""
"2019011009","33","1","","1000","","","","","","-35","-157","10275","10259","","39","6","6","35","6","","","","","","","","",""
"2019011010","23","1","","1000","","","","","","-12","-187","10276","10260","","26","6","6","40","6","","","","","","","","",""
"2019011011","20","2","","1000","","","","","","3","-187","10275","10259","","24","5","3","40","6","5","120","3","","","","","",""
"2019011012","18","2","","1000","","","","","","16","-145","10263","10247","","29","5","3","40","6","5","120","3","","","","","",""
"2019011013","23","3","","1000","","","","","","18","-133","10256","10240","","32","8","7","40","6","8","120","4","","","","","",""
"2019011014","29","5","","1000","","","","","","16","-86","10252","10236","","47","8","7","40","6","8","120","4","","","","","",""
"2019011015","28","6","","1000","","","","","","31","-82","10253","10237","","45","3","3","40","6","","","","","","","","",""
"2019011016","24","6","","1000","","","","","","26","-78","10257","10241","","47","3","3","40","6","","","","","","","","",""
"2019011017","25","5","","1000","","","","","","18","-64","10258","10242","","54","6","6","40","6","","","","","","","","",""
"2019011018","27","2","","1000","","","","","","12","-60","10259","10243","","59","6","6","40","6","","","","","","","","",""
"2019011019","19","4","","1000","","","","","","3","-64","10267","10251","","62","6","6","40","6","","","","","","","","",""
"2019011020","18","3","","1000","","","","","","6","-47","10270","10254","","68","6","6","40","6","","","","","","","","",""
"2019011021","15","5","","1000","","","","","","-4","-47","10266","10250","","73","6","6","40","6","","","","","","","","",""
"2019011022","14","5","","600","","","","","5","-1","-41","10265","10249","","74","6","6","40","6","","","","","","","","",""
"2019011023","16","4","","600","","","","","5","0","-44","10262","10246","","73","6","6","40","6","","","","","","","","",""
"2019011024","15","3","","600","","","","","5","-4","-44","10264","10248","","75","6","6","35","6","","","","","","","","",""
"2019011101","14","2","","600","","","","","5","-4","-47","10265","10249","","74","6","6","35","6","","","","","","","","",""
"2019011102","17","3","","600","","","","","5","0","-41","10267","10251","","74","6","6","35","6","","","","","","","","",""
"2019011103","13","2","","600","","","","","5","-2","-41","10268","10252","","75","6","6","35","6","","","","","","","","",""
"2019011104","0","0","","600","","","","","5","-4","-41","10266","10250","","77","6","6","35","6","","","","","","","","",""
"2019011105","35","3","","600","","","","","5","-6","-41","10266","10250","","78","6","6","35","6","","","","","","","","",""
"2019011106","33","2","","600","","","","","5","-9","-44","10268","10252","","78","6","6","35","6","","","","","","","","",""
"2019011107","4","2","","600","","","","","5","-13","-47","10274","10258","","78","6","6","35","6","","","","","","","","",""
"2019011108","32","1","","480","","","","","10","-15","-44","10272","10256","","81","2","2","35","6","","","","","","","","",""
"2019011109","32","3","","500","","","","","10","-3","-38","10272","10256","","78","1","1","40","6","","","","","","","","",""
"2019011110","1","3","","500","","","","","10","15","-36","10274","10258","","69","0","","","","","","","","","","","",""
"2019011111","11","2","","700","","","","","5","44","-38","10271","10255","","55","0","","","","","","","","","","","",""
"2019011112","16","2","","800","","","","","5","52","-57","10267","10251","","46","0","","","","","","","","","","","",""
"2019011113","22","3","","600","","","","","5","53","-57","10259","10243","","46","0","","","","","","","","","","","",""
"2019011114","11","2","","500","","","","","5","60","-54","10248","10232","","45","0","","","","","","","","","","","",""
"2019011115","34","1","","500","","","","","5","58","-57","10248","10232","","44","7","1","30","6","7","140","3","","","","","",""
"2019011116","31","6","","500","","","","","5","49","-57","10245","10229","","47","5","1","30","6","5","140","3","","","","","",""
"2019011117","29","5","","500","","","","","5","40","-60","10243","10227","","48","5","1","30","6","5","140","3","","","","","",""
"2019011118","33","4","","500","","","","","5","23","-60","10246","10230","","55","7","7","140","3","","","","","","","","",""
"2019011119","30","4","","450","","","","","5","25","-50","10249","10233","","59","7","7","140","3","","","","","","","","",""
"2019011120","35","3","","400","","","","","5","3","-57","10244","10228","","65","8","8","120","4","","","","","","","","",""
"2019011121","34","2","","400","","","","","5","0","-54","10236","10220","","69","7","7","140","3","","","","","","","","",""
"2019011122","32","4","","280","","","","","5","-13","-60","10232","10216","","70","7","1","30","6","7","100","4","","","","","",""
"2019011123","1","2","","320","","","","","5","-11","-60","10232","10216","","70","7","1","30","6","7","100","4","","","","","",""
"2019011124","34","2","","350","","","","","5","-7","-60","10226","10210","","69","7","1","30","6","7","100","4","","","","","",""
"2019011201","35","3","","400","","","","","5","-3","-64","10226","10210","","64","7","1","30","6","7","90","4","","","","","",""
"2019011202","36","2","","400","","","","","5","-2","-67","10227","10211","","62","7","7","90","4","","","","","","","","",""
"2019011203","1","1","","400","","","","","5","-3","-60","10229","10213","","67","7","7","90","4","","","","","","","","",""
"2019011204","33","3","","480","","","","","5","-3","-64","10227","10211","","65","7","7","90","4","","","","","","","","",""
"2019011205","35","2","","480","","","","","5","-5","-71","10226","10210","","63","7","7","90","4","","","","","","","","",""
